geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername120,othername130,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55
3388051,Lagoa Saparaná,Lagoa Saparana,Lago Saparara$Lago Saparará$Lagoa Saparana$Lagoa Saparaná,-143.333,-51.3,H,LK,BR,BR,16,,,,0,,14,America/Belem,19/01/2012,Lago Saparara,Lago Saparará,Lagoa Saparana,Lagoa Saparaná,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388052,Travessão do Sapaquara,Travessao do Sapaquara,Travessao da Sapoquara$Travessao do Sa$Travessao do Sapaquara$Travessão da Sapoquara$Travessão do Sapaquara$Travessão do Sá,-4.05,-52.6,H,RPDS,BR,BR,16,,,,0,,135,America/Belem,19/01/2012,Travessao da Sapoquara,Travessao do Sa,Travessao do Sapaquara,Travessão da Sapoquara,Travessão do Sapaquara,Travessão do Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388053,Lagoa de São Vítor,Lagoa de Sao Vitor,,-928.333,-4.271.667,H,LK,BR,,20,,,,0,,384,America/Bahia,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388054,Lagoa de São Vincente,Lagoa de Sao Vincente,,-5.4,-4.331.667,H,LK,BR,,13,,,,0,,149,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388055,São Vincente,Sao Vincente,,-583.333,-4.291.667,P,PPL,BR,,20,2207504.0,,,0,,195,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388056,São Vincente,Sao Vincente,,-5.4,-43.3,P,PPL,BR,,13,2106607.0,,,0,,142,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388057,São Vicente (2),Sao Vicente (2),,-653.333,-40.7,P,PPL,BR,,6,2310308.0,,,0,,769,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388058,São Vicente (1),Sao Vicente (1),,-631.667,-4.056.667,P,PPL,BR,,6,2313302.0,,,0,,507,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388059,São Vicente Ferrer,Sao Vicente Ferrer,Manoel Borba$Manuel-Borba$Sao Vicente$São Vicente,-759.111,-3.549.139,P,PPL,BR,BR,30,2613800.0,,,0,,416,America/Recife,03/08/2012,Manoel Borba,Manuel-Borba,Sao Vicente,São Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388060,São Vicente Ferrer,Sao Vicente Ferrer,Sao Vincente Ferrer,-289.417,-4.488.028,P,PPL,BR,BR,13,2111706.0,,,0,,16,America/Fortaleza,03/08/2012,Sao Vincente Ferrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388061,São Vicente de Dentro,Sao Vicente de Dentro,,-583.333,-4.288.333,P,PPL,BR,,20,2207504.0,,,0,,265,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388062,Serra de São Vicente,Serra de Sao Vicente,Serra de Sao Vicente$Serra de São Vicente,-6.2,-3.858.333,T,MT,BR,,6,2310803.0,,,0,,583,America/Fortaleza,05/12/2018,Serra de Sao Vicente,Serra de São Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388063,Serra São Vicente,Serra Sao Vicente,Serra Sao Vicente$Serra São Vicente,-651.667,-38.8,T,MT,BR,,6,2305407.0,,,0,,348,America/Fortaleza,05/12/2018,Serra Sao Vicente,Serra São Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388064,Rio São Vicente,Rio Sao Vicente,Riacho Sao Vicente$Riacho São Vicente$Rio Sao Vicente$Rio São Vicente,-62.827,-4.204.715,H,STM,BR,,20,,,,0,,160,America/Fortaleza,11/01/2013,Riacho Sao Vicente,Riacho São Vicente,Rio Sao Vicente,Rio São Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388065,Riacho São Vicente,Riacho Sao Vicente,,-681.667,-3.761.667,H,STMI,BR,,17,,,,0,,220,America/Recife,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388066,Riacho São Vicente,Riacho Sao Vicente,,-556.667,-40.8,H,STMI,BR,,6,,,,0,,362,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388067,Riacho São Vicente,Riacho Sao Vicente,,-5.45,-41.35,H,STMI,BR,,20,,,,0,,345,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388068,Riacho São Vicente,Riacho Sao Vicente,,-543.333,-4.163.333,H,STMI,BR,,20,,,,0,,175,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388069,Igarapé São Vicente,Igarape Sao Vicente,Igarape Jose Vicente$Igarape Sao Vicente$Igarapé José Vicente$Igarapé São Vicente,-6.85,-5.388.333,H,STM,BR,BR,16,,,,0,,275,America/Manaus,19/01/2012,Igarape Jose Vicente,Igarape Sao Vicente,Igarapé José Vicente,Igarapé São Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388070,Açude São Vicente,Acude Sao Vicente,,-338.333,-4.026.667,H,RSV,BR,,6,,,,0,,66,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388071,São Vicente,Sao Vicente,,-7.6,-3.861.667,P,PPL,BR,,17,2513356.0,,,0,,528,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388072,São Vicente,Sao Vicente,,-721.667,-4.291.667,P,PPL,BR,,20,2203909.0,,,0,,239,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388073,São Vicente,Sao Vicente,,-693.333,-36.4,P,PPL,BR,,17,2515401.0,,,0,,638,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388074,São Vicente,Sao Vicente,,-6.75,-3.873.333,P,PPL,BR,,6,2301802.0,,,0,,273,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388075,São Vicente,Sao Vicente,,-661.667,-3.913.333,P,PPL,BR,,6,2303808.0,,,0,,316,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388076,São Vicente,Sao Vicente,Luisa,-621.722,-3.668.444,P,PPL,BR,BR,22,2413003.0,,,0,,319,America/Fortaleza,03/08/2012,Luisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388077,São Vicente,Sao Vicente,,-585.722,-3.651.667,P,PPL,BR,,22,2411403.0,,,0,,156,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388078,São Vicente,Sao Vicente,,-571.667,-41.7,P,PPL,BR,,20,2210409.0,,,0,,245,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388079,São Vicente,Sao Vicente,,-572.028,-3.651.583,P,PPL,BR,,22,2403756.0,,,0,,128,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388080,São Vicente,Sao Vicente,,-501.667,-3.963.333,P,PPL,BR,,6,2302404.0,,,0,,268,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388081,São Vicente,Sao Vicente,,-496.667,-5.663.333,P,PPL,BR,,16,1503606.0,,,0,,138,America/Santarem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388082,São Vicente,Sao Vicente,,-4.8,-3.891.667,P,PPL,BR,,6,2311306.0,,,0,,177,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388083,São Vicente,Sao Vicente,,-377.417,-4.046.083,P,PPLL,BR,,6,2312908.0,,,0,,90,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388084,São Vicente,Sao Vicente,,-3.4,-4.026.667,P,PPL,BR,,6,2312007.0,,,0,,59,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388085,São Vicente,Sao Vicente,Sao Vicente$Sao Vincente$São Vicente$São Vincente,-308.333,-5.186.667,P,PPL,BR,BR,16,1508357.0,,,0,,45,America/Santarem,03/08/2012,Sao Vicente,Sao Vincente,São Vicente,São Vincente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388086,Sao Vicente,Sao Vicente,,-291.667,-3.988.333,P,PPL,BR,,6,2306553.0,,,0,,7,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388087,São Vicente,Sao Vicente,Sao Vicente$São Vicente,-228.949,-5.542.187,L,LCTY,BR,,16,1506807.0,,,0,,8,America/Santarem,05/06/2013,Sao Vicente,São Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388088,São Vicente,Sao Vicente,Sao Vicente$Sao Vincente$São Vicente$São Vincente,-103.055,-5.044.152,P,PPL,BR,,16,1501808.0,,,0,,23,America/Belem,04/04/2013,Sao Vicente,Sao Vincente,São Vicente,São Vincente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388089,São Vicente,Sao Vicente,,-0.78333,-4.778.333,P,PPL,BR,,16,1504406.0,,,0,,21,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388090,Rio São Tomé,Rio Sao Tome,Rio Sao Tome$Rio São Tomé$Sao Tome River$São Tomé River,-813.644,-5.828.548,H,STM,BR,,14,,,,0,,105,America/Cuiaba,25/08/2021,Rio Sao Tome,Rio São Tomé,Sao Tome River,São Tomé River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388091,Riacho São Tomé,Riacho Sao Tome,,-378.333,-39.45,H,STMI,BR,,6,,,,0,,118,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388092,São Tomé,Sao Tome,Sao Thome$São Thomé,-59.725,-3.607.528,P,PPL,BR,,22,2412906.0,,,6137,,167,America/Fortaleza,03/08/2012,Sao Thome,São Thomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388093,São Tomé,Sao Tome,,-147.531,-4.772.137,P,PPL,BR,,16,1502400.0,,,0,,56,America/Belem,04/04/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388094,São Tomé,Sao Tome,,-0.42402,-5.146.681,P,PPL,BR,,3,1600402.0,,,0,,17,America/Belem,04/04/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388095,São Tiago,Sao Tiago,Sao Tiago$São Tiago$Tiago,-0.98333,-57,P,PPL,BR,BR,16,1505304.0,,,0,,69,America/Santarem,11/06/2020,Sao Tiago,São Tiago,Tiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388096,São Teodósio,Sao Teodosio,,-616.667,-36.45,P,PPL,BR,,22,2403103.0,,,0,,376,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388097,Serra São Simeão,Serra Sao Simeao,,-363.333,-3.971.667,T,UPLD,BR,,6,,,,0,,781,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388098,Saltos do São Simão,Saltos do Sao Simao,,-821.667,-5.826.667,H,FLLS,BR,,0,,,,0,,237,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388099,Igarapé São Simão,Igarape Sao Simao,,-823.333,-58.25,H,STM,BR,,14,,,,0,,250,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388100,Cachoeira do São Simão,Cachoeira do Sao Simao,,-821.667,-5.826.667,H,FLLS,BR,,0,,,,0,,237,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388101,São Severino,Sao Severino,,-793.333,-36.15,P,PPL,BR,,30,2615003.0,,,0,,496,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388102,São Severino,Sao Severino,,-6.15,-3.846.667,P,PPL,BR,,22,2412500.0,,,0,,700,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388103,São Severino,Sao Severino,,-771.667,-4.018.333,S,AIRF,BR,,30,2609907.0,,,0,,592,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388104,São Sehastião,Sao Sehastiao,,-746.667,-3.896.667,P,PPL,BR,,6,2302503.0,,,0,,387,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388105,São Sebastião Ferreira,Sao Sebastiao Ferreira,Sao Sebastiao Ferreira$Sebastiao Ferreira$Sebastião Ferreira$São Sebastião Ferreira,-9.8,-3.606.667,P,PPL,BR,BR,2,2708600.0,,,0,,102,America/Maceio,03/08/2012,Sao Sebastiao Ferreira,Sebastiao Ferreira,Sebastião Ferreira,São Sebastião Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388106,São Sebastião do Umbuzeiro,Sao Sebastiao do Umbuzeiro,Caroa$Caroá$Sao Sebastiao$Sebastiao$Sebastião$São Sebastião$Umbuzeiro,-815.222,-3.701.028,P,PPL,BR,BR,17,2515203.0,,,0,,599,America/Fortaleza,03/08/2012,Caroa,Caroá,Sao Sebastiao,Sebastiao,Sebastião,São Sebastião,Umbuzeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388107,São Sebastião do Tocantins,Sao Sebastiao do Tocantins,Sao Sebastiao$São Sebastião,-525.722,-48.2,P,PPL,BR,BR,31,1720309.0,,,0,,108,America/Araguaina,03/08/2012,Sao Sebastiao,São Sebastião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388108,São Sebastião de Viçosa,Sao Sebastiao de Vicosa,,0.55167,-5.011.167,P,PPLL,BR,,16,1502509.0,,,0,,13,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388109,São Sebastião da Boa Vista,Sao Sebastiao da Boa Vista,,-171.464,-4.953.152,P,PPL,BR,,16,1507706.0,,,0,,5,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388110,Igarapé São Sebastião,Igarape Sao Sebastiao,Igarape Sao Sebastiao$Igarapé São Sebastião,-585.174,-5.254.293,H,STM,BR,,16,,,,0,,167,America/Belem,05/06/2013,Igarape Sao Sebastiao,Igarapé São Sebastião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388111,Açude São Sebastião,Acude Sao Sebastiao,,-3.65,-3.938.333,H,RSV,BR,,6,,,,0,,74,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388112,São Sebastião,Sao Sebastiao,Salome$Salomé$San-Sebast'jan$???-?????????,-993.361,-3.655.417,P,PPL,BR,,2,2708808.0,,,9551,,204,America/Maceio,03/08/2012,Salome,Salomé,San-Sebast'jan,???-?????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388113,São Sebastião,Sao Sebastiao,,-9.8,-3.608.333,P,PPL,BR,,2,2708600.0,,,0,,109,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388114,São Sebastião,Sao Sebastiao,,-8.7,-3.633.333,P,PPL,BR,,30,2603306.0,,,0,,767,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388115,São Sebastião,Sao Sebastiao,,-846.667,-36.4,P,PPL,BR,,30,2613008.0,,,0,,609,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388116,São Sebastião,Sao Sebastiao,,-728.333,-38.8,P,PPL,BR,,6,2308104.0,,,0,,441,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388117,São Sebastião,Sao Sebastiao,Sao Sebastiao$Sebastiao$Sebastião$São Sebastião,-7.2,-37.15,P,PPL,BR,BR,17,2503555.0,,,0,,916,America/Fortaleza,03/08/2012,Sao Sebastiao,Sebastiao,Sebastião,São Sebastião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388118,São Sebastião,Sao Sebastiao,,-701.667,-3.788.333,P,PPL,BR,,17,2504801.0,,,0,,270,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388119,São Sebastião,Sao Sebastiao,,-673.333,-4.778.333,P,PPL,BR,,31,1706506.0,,,0,,317,America/Araguaina,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388120,São Sebastião,Sao Sebastiao,,-6.65,-4.286.667,P,PPL,BR,,20,2200509.0,,,0,,178,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388121,São Sebastião,Sao Sebastiao,,-661.194,-3.963.306,P,PPLL,BR,,6,2303303.0,,,0,,260,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388122,São Sebastião,Sao Sebastiao,Sao Sebastiao$Sao Sebastiao do Pontal$São Sebastião$São Sebastião do Pontal,-5.8,-52.6,P,PPL,BR,BR,16,1507300.0,,,0,,167,America/Santarem,03/08/2012,Sao Sebastiao,Sao Sebastiao do Pontal,São Sebastião,São Sebastião do Pontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388123,São Sebastião,Sao Sebastiao,,-543.917,-3.652.833,P,PPL,BR,,22,2400307.0,,,0,,40,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388124,São Sebastião,Sao Sebastiao,Sao Sebastiao$São Sebastião,-5.3,-56.15,P,PPL,BR,,16,1508050.0,,,0,,107,America/Santarem,09/03/2020,Sao Sebastiao,São Sebastião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388125,São Sebastião,Sao Sebastiao,,-408.333,-4.468.333,P,PPL,BR,,13,2111508.0,,,0,,17,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388126,São Sebastião,Sao Sebastiao,,-126.667,-5.001.667,P,PPL,BR,,16,1501808.0,,,0,,15,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388127,São Sebastião,Sao Sebastiao,,106.667,-50.7,P,PPL,BR,,3,1600709.0,,,0,,6,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388128,Ilha Salvador,Ilha Salvador,Ilha Salvador$Ilha Sao Salvador$Ilha São Salvador$San Salvador,-0.46196,-5.082.362,T,ISL,BR,,16,,,,0,,15,America/Belem,05/06/2013,Ilha Salvador,Ilha Sao Salvador,Ilha São Salvador,San Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388129,São Salvador,Sao Salvador,,336.613,-5.982.618,P,PPL,BR,,25,1400159.0,,,0,,90,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388130,São Salvador,Sao Salvador,,108.333,-50.7,P,PPL,BR,,3,1600709.0,,,0,,19,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388131,Pico São Saité,Pico Sao Saite,Pico Sao Saite$Pico Saossaite$Pico São Saité$Pico Sãossaité,-9.05,-3.883.333,T,HLL,BR,BR,5,2927101.0,,,0,,484,America/Maceio,03/08/2012,Pico Sao Saite,Pico Saossaite,Pico São Saité,Pico Sãossaité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388132,São Saité,Sao Saite,Sao Saite$Saossaite$São Saité$Sãossaité,-906.584,-3.889.855,P,PPL,BR,,5,2919900.0,,,0,,411,America/Bahia,11/01/2013,Sao Saite,Saossaite,São Saité,Sãossaité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388133,São Sabino,Sao Sabino,,-551.667,-37.9,P,PPL,BR,,22,2401008.0,,,0,,134,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388134,São Roque de Cima,Sao Roque de Cima,,-6.7,-36.85,P,PPL,BR,,22,2408508.0,,,0,,240,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388135,Riacho São Roque,Riacho Sao Roque,,-661.667,-3.693.333,H,STMI,BR,,22,,,,0,,198,America/Recife,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388136,Igarapé São Roque,Igarape Sao Roque,,-306.667,-5.658.333,H,STM,BR,,16,,,,0,,37,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388137,Canal de São Roque,Canal de Sao Roque,Canal de Sao Roque$Canal de São Roque$Roque Channel,-5.25,-3.533.333,H,CHNM,BR,BR,22,,,,0,,-9999,America/Noronha,11/06/2020,Canal de Sao Roque,Canal de São Roque,Roque Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388138,Cabo de São Roque,Cabo de Sao Roque,Cabo de Sao Roque$Cabo de São Roque$Cape Saint Roque$Cape San Roque,-548.119,-3.526.132,T,CAPE,BR,BR,22,2407500.0,,,0,,1,America/Fortaleza,27/12/2017,Cabo de Sao Roque,Cabo de São Roque,Cape Saint Roque,Cape San Roque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388139,Banco Roque,Banco Roque,Banco Roque$Banco Sao Roque$Banco São Roque,-0.18333,-4.833.333,H,SHOL,BR,BR,16,,,,0,,-9999,America/Belem,19/01/2012,Banco Roque,Banco Sao Roque,Banco São Roque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388140,São Roque,Sao Roque,,-891.667,-3.603.333,P,PPL,BR,,2,2708303.0,,,0,,524,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388141,São Roque,Sao Roque,,-8.55,-3.691.667,P,PPL,BR,,30,2610806.0,,,0,,544,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388142,São Roque,Sao Roque,,-363.333,-4.456.667,P,PPL,BR,,13,2106631.0,,,0,,45,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388143,Ilha São Romão,Ilha Sao Romao,Ilha Sao Romao$Ilha São Romão,-461.667,-42.9,T,ISL,BR,,13,,,,0,,48,America/Fortaleza,05/12/2018,Ilha Sao Romao,Ilha São Romão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
