geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername120,othername130,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55
3396599,Ribeirão Lago Grande,Ribeirao Lago Grande,,-6.35,-4.836.667,H,STM,BR,,31,,,,0,,127,America/Araguaina,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396600,Ilha do Lago de Areia,Ilha do Lago de Areia,Ilha do Lago da Areia$Ilha do Lago de Areia,-9.1,-4.988.333,T,ISL,BR,BR,0,,,,0,,161,America/Araguaina,19/01/2012,Ilha do Lago da Areia,Ilha do Lago de Areia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396601,Lago da Pedra,Lago da Pedra,Lago da Pedra$Lago-da-Pedra$Lagoa da Pedra$Lagoa de Pedra$????-??-?????,-428.674,-4.523.824,P,PPL,BR,,13,2113009.0,,,25996,,67,America/Fortaleza,11/01/2013,Lago da Pedra,Lago-da-Pedra,Lagoa da Pedra,Lagoa de Pedra,????-??-?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396602,Lagoa (2),Lagoa (2),,-7,-41.55,P,PPL,BR,,20,2208007.0,,,0,,327,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396603,Lagoa (1),Lagoa (1),,-736.667,-41.85,P,PPL,BR,,20,2209500.0,,,0,,250,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396604,Lagoa (1),Lagoa (1),,-7.25,-4.038.333,P,PPL,BR,,6,2311959.0,,,0,,680,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396605,Lagoa (1),Lagoa (1),,-718.333,-4.093.333,P,PPL,BR,,20,2211605.0,,,0,,412,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396606,Lagoa Vermelha,Lagoa Vermelha,Lagoa Vermelha$Usina Serra Grande,-896.667,-3.606.667,P,PPL,BR,BR,2,2708303.0,,,0,,306,America/Maceio,03/08/2012,Lagoa Vermelha,Usina Serra Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396607,Lagoa Vermelha,Lagoa Vermelha,,-492.187,-3.779.919,P,PPL,BR,,6,2307007.0,,,0,,17,America/Fortaleza,05/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396608,Lagoa Verde,Lagoa Verde,,-406.667,-4.573.333,P,PPL,BR,,13,2110005.0,,,0,,47,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396609,Lagoa Velha (2),Lagoa Velha (2),,-6.7,-4.141.667,P,PPL,BR,,20,2209856.0,,,0,,398,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396610,Lagoa Velha (1),Lagoa Velha (1),,-6.55,-4.128.333,P,PPL,BR,,20,2208106.0,,,0,,378,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396611,Lagoa Velha,Lagoa Velha,,-898.333,-3.821.667,P,PPL,BR,,30,2611002.0,,,0,,316,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396612,Lagoa Velha,Lagoa Velha,,-543.333,-3.981.667,P,PPL,BR,,6,2310506.0,,,0,,622,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396613,Lagoa Tapada,Lagoa Tapada,,-666.667,-3.873.333,P,PPL,BR,,6,2313708.0,,,0,,278,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396614,Lagoa Tanque Salgado,Lagoa Tanque Salgado,,-463.333,-37.7,L,AREA,BR,,6,,,,0,,25,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396615,Lagoas Queimadas,Lagoas Queimadas,,-548.333,-4.056.667,P,PPL,BR,,6,2305605.0,,,0,,340,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396616,Lagoa Solgada,Lagoa Solgada,,-501.667,-38.15,P,PPL,BR,,6,2307601.0,,,0,,94,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396617,Lagoa Sêca,Lagoa Seca,Lagoa Seca$Lagoa Sêca$Riacho Seco$Riacho Sêco,-988.333,-3.656.667,P,PPL,BR,BR,2,2708808.0,,,0,,197,America/Maceio,03/08/2012,Lagoa Seca,Lagoa Sêca,Riacho Seco,Riacho Sêco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396618,Lagoa Sêca,Lagoa Seca,,-983.333,-3.661.667,P,PPL,BR,,2,2700300.0,,,0,,203,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396619,Lagoa Sêca,Lagoa Seca,,-716.667,-3.811.667,P,PPL,BR,,17,2502607.0,,,0,,301,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396620,Lagoa Seca,Lagoa Seca,Ipaarana$Ipauarana$Ipuarana,-717.083,-3.585.361,P,PPL,BR,,17,2508307.0,,,8103,,631,America/Fortaleza,03/08/2012,Ipaarana,Ipauarana,Ipuarana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396621,Lagoa Seca,Lagoa Seca,,-693.333,-4.148.333,P,PPL,BR,,20,2209351.0,,,0,,377,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396622,Lagoa Seca,Lagoa Seca,,-688.333,-3.793.333,P,PPL,BR,,17,2512101.0,,,0,,254,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396623,Lagoa Sêca,Lagoa Seca,,-656.667,-37.85,P,PPL,BR,,17,2508109.0,,,0,,252,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396624,Lagoa Sêca,Lagoa Seca,,-6.45,-4.253.333,P,PPL,BR,,20,2208809.0,,,0,,168,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396625,Lagoa Sêca,Lagoa Seca,,-643.333,-3.628.333,P,PPL,BR,,17,2511400.0,,,0,,646,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396626,Lagoa Sêca,Lagoa Seca,,-5.95,-3.538.333,P,PPL,BR,,22,2407104.0,,,0,,94,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396627,Lagoa Sêca,Lagoa Seca,,-593.083,-3.702.111,P,PPL,BR,,22,2406106.0,,,0,,94,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396628,Lagoa Sêca,Lagoa Seca,,-591.667,-3.591.667,P,PPL,BR,,22,2401503.0,,,0,,154,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396629,Lagoa Sêca,Lagoa Seca,,-582.722,-3.681.111,P,PPL,BR,,22,2412807.0,,,0,,100,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396630,Lagoa Sêca,Lagoa Seca,,-578.333,-46.1,P,PPL,BR,,13,2104800.0,,,0,,227,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396631,Lagoa Sêca,Lagoa Seca,,-565.333,-37.175,P,PPL,BR,,22,2414605.0,,,0,,70,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396632,Lagoa Seca,Lagoa Seca,,-533.333,-4.273.333,P,PPL,BR,,20,2203305.0,,,0,,107,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396633,Lagoa Sêca,Lagoa Seca,,-458.333,-38.7,L,AREA,BR,,6,,,,0,,154,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396634,Riacho Lagoa Salgada,Riacho Lagoa Salgada,,-978.333,-37.4,H,STM,BR,,28,,,,0,,9,America/Maceio,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396635,Lagoa Salgada,Lagoa Salgada,,-612.083,-3.547.722,P,PPL,BR,,22,2406601.0,,,0,,105,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396636,Lagoas,Lagoas,,-7.5,-3.983.333,P,PPL,BR,,30,2605301.0,,,0,,585,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396637,Lagoas,Lagoas,,-5.4,-4.191.667,P,PPL,BR,,20,2209906.0,,,0,,160,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396638,Lagoas,Lagoas,,-3.6,-3.881.667,L,AREA,BR,,6,,,,0,,34,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396639,Lagoa Redonda,Lagoa Redonda,,-596.667,-35.65,P,PPL,BR,,22,2412708.0,,,0,,129,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396640,Lagoa Redonda,Lagoa Redonda,,-541.667,-41.75,P,PPL,BR,,20,2202604.0,,,0,,159,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396641,Lagoa Redonda,Lagoa Redonda,,-771.667,-40.6,L,AREA,BR,,30,,,,0,,604,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396642,Lagoa Rasa,Lagoa Rasa,,-571.667,-37.75,P,PPL,BR,,22,2401008.0,,,0,,55,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396643,Lagoa Queimada,Lagoa Queimada,,-723.333,-36.85,P,PPL,BR,,17,2516508.0,,,0,,539,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396644,Lagoa Preta,Lagoa Preta,,-778.333,-3.906.667,P,PPL,BR,,6,2310605.0,,,0,,480,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396645,Lagoa Pedro Borges,Lagoa Pedro Borges,,-833.333,-3.673.333,P,PPL,BR,,30,2610905.0,,,0,,940,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396646,Lagoa Pau da Embira,Lagoa Pau da Embira,,-7.5,-3.603.333,P,PPL,BR,,17,2501575.0,,,0,,373,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396647,Lagoa Nova (2),Lagoa Nova (2),,-781.667,-39.7,P,PPL,BR,,30,2606309.0,,,0,,485,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396648,Lagoa Nova (2),Lagoa Nova (2),,-588.333,-39.7,P,PPL,BR,,6,2308500.0,,,0,,327,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396649,Lagoa Nova (2),Lagoa Nova (2),,-3.45,-39.35,P,PPL,BR,,6,2313500.0,,,0,,66,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396650,Lagoa Nova (1),Lagoa Nova (1),,-771.667,-3.956.667,P,PPL,BR,,30,2614303.0,,,0,,469,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396651,Lagoa Nova (1),Lagoa Nova (1),,-558.333,-3.956.667,P,PPL,BR,,6,2312700.0,,,0,,263,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396652,Lagoa Nova (1),Lagoa Nova (1),,-386.667,-40.25,P,PPL,BR,,6,2304350.0,,,0,,134,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396653,Serra da Lagoa Nova,Serra da Lagoa Nova,,-558.333,-39.6,T,SPUR,BR,,6,,,,0,,428,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396654,Riacho Lagoa Nova,Riacho Lagoa Nova,,-7.55,-3.811.667,H,STMI,BR,,17,,,,0,,486,America/Maceio,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396655,Riacho Lagoa Nova,Riacho Lagoa Nova,Corrego Lagoa Nova$Córrego Lagoa Nova$Riacho Lagoa Nova,-453.333,-38.75,H,STMI,BR,BR,6,,,,0,,102,America/Fortaleza,19/01/2012,Corrego Lagoa Nova,Córrego Lagoa Nova,Riacho Lagoa Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396656,Lagoa Nova,Lagoa Nova,,-8.2,-43.1,P,PPL,BR,,20,2202307.0,,,0,,345,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396657,Lagoa Nova,Lagoa Nova,,-8.05,-36.05,P,PPL,BR,,30,2604106.0,,,0,,365,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396658,Lagoa Nova,Lagoa Nova,,-788.333,-3.888.333,P,PPL,BR,,30,2613503.0,,,0,,532,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396659,Lagoa Nova,Lagoa Nova,,-786.667,-37.55,P,PPL,BR,,30,2606903.0,,,0,,614,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396660,Lagoa Nova,Lagoa Nova,,-6.85,-3.868.333,P,PPL,BR,,6,2305704.0,,,0,,321,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396661,Lagoa Nova,Lagoa Nova,,-616.667,-38.5,P,PPL,BR,,6,2310803.0,,,0,,704,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396662,Lagoa Nova,Lagoa Nova,Lagoa Nova,-6.1,-3.648.333,P,PPL,BR,,22,2406502.0,,,5984,,697,America/Fortaleza,05/12/2018,Lagoa Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396663,Lagoa Nova,Lagoa Nova,,-576.667,-3.581.667,P,PPL,BR,,22,2410900.0,,,0,,115,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396664,Lagoa Nova,Lagoa Nova,,-573.333,-3.583.333,P,PPL,BR,,22,2410900.0,,,0,,141,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396665,Lagoa Nova,Lagoa Nova,,-561.667,-4.441.667,P,PPL,BR,,13,2110708.0,,,0,,223,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396666,Lagoa Nova,Lagoa Nova,,-558.333,-35.65,P,PPL,BR,,22,2413904.0,,,0,,98,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396667,Lagoa Nova,Lagoa Nova,,-5.45,-4.286.667,P,PPL,BR,,20,2206720.0,,,0,,97,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396668,Lagoa Nova,Lagoa Nova,,-496.667,-3.868.333,L,AREA,BR,,6,,,,0,,214,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396669,Lagoa Nova,Lagoa Nova,,-443.333,-38.55,L,AREA,BR,,6,,,,0,,90,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396670,Lagoa Limpa,Lagoa Limpa,,-836.667,-36.15,P,PPL,BR,,30,2613107.0,,,0,,619,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396671,Lagoa Jurema,Lagoa Jurema,Lagoa$Lagoa Jurema,-9.35,-43.3,P,PPL,BR,BR,20,2202505.0,,,0,,523,America/Fortaleza,03/08/2012,Lagoa,Lagoa Jurema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396672,Lagoa Grande de Cima,Lagoa Grande de Cima,,-7.95,-3.703.333,P,PPL,BR,,17,2509701.0,,,0,,598,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396673,Lagoa Grande,Lagoa Grande,,-976.667,-3.678.333,P,PPL,BR,,2,2702900.0,,,0,,364,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396674,Lagoa Grande,Lagoa Grande,,-963.333,-3.766.667,P,PPL,BR,,2,2707107.0,,,0,,213,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396675,Lagoa Grande,Lagoa Grande,,-899.694,-4.027.194,P,PPL,BR,,30,2608750.0,,,0,,363,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396676,Lagoa Grande,Lagoa Grande,,-888.333,-38.6,P,PPL,BR,,5,2927101.0,,,0,,302,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396677,Lagoa Grande,Lagoa Grande,,-8.55,-4.453.333,P,PPL,BR,,20,2207405.0,,,0,,396,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396678,Lagoa Grande,Lagoa Grande,,-7.6,-4.128.333,P,PPL,BR,,20,2207777.0,,,0,,258,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396679,Lagoa Grande,Lagoa Grande,,-701.667,-4.136.667,P,PPL,BR,,20,2210938.0,,,0,,234,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396680,Lagoa Grande,Lagoa Grande,,-696.667,-38.1,P,PPL,BR,,17,2514206.0,,,0,,257,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396681,Lagoa Grande,Lagoa Grande,,-691.667,-41.3,P,PPL,BR,,20,2201804.0,,,0,,267,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396682,Lagoa Grande,Lagoa Grande,,-6.85,-41.3,P,PPL,BR,,20,2210375.0,,,0,,305,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396683,Lagoa Grande,Lagoa Grande,,-6.2,-4.293.333,P,PPL,BR,,13,2110906.0,,,0,,104,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396684,Lagoa Grande,Lagoa Grande,,-6.2,-3.871.667,P,PPL,BR,,6,2306900.0,,,0,,144,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396685,Lagoa Grande,Lagoa Grande,,-5.85,-3.563.333,P,PPL,BR,,22,2412708.0,,,0,,88,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396686,Lagoa Grande,Lagoa Grande,,-5.45,-3.796.667,P,PPL,BR,,6,2300705.0,,,0,,151,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396687,Lagoa Grande,Lagoa Grande,,-511.667,-42.9,P,PPL,BR,,13,2112209.0,,,0,,102,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396688,Lagoa Grande,Lagoa Grande,,-468.694,-3.821.528,P,PPLL,BR,,6,2311801.0,,,0,,98,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396689,Lagoa Grande,Lagoa Grande,,-324.583,-3.972.639,P,PPLL,BR,,6,2306405.0,,,0,,50,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396690,Lagoa Grande,Lagoa Grande,,-291.667,-4.346.667,P,PPL,BR,,13,2105005.0,,,0,,70,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396691,Lagoa Grande,Lagoa Grande,,-7.05,-4.136.667,L,AREA,BR,,20,,,,0,,259,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396692,Serra da Lagoa Funda,Serra da Lagoa Funda,,-668.333,-4.203.333,T,UPLD,BR,,20,,,,0,,441,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396693,Lagoa Funda,Lagoa Funda,,-733.333,-3.863.333,P,PPL,BR,,6,2308104.0,,,0,,471,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396694,Lagoa Félix,Lagoa Felix,,-948.333,-4.538.333,P,PPL,BR,,20,2204402.0,,,0,,635,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396695,Lagoa Fechada,Lagoa Fechada,,-891.667,-3.791.667,P,PPL,BR,,30,2607000.0,,,0,,384,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396696,Lagoa Estrema,Lagoa Estrema,,-783.333,-3.881.667,P,PPL,BR,,30,2613503.0,,,0,,488,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396697,Lagoa Escondida,Lagoa Escondida,,-981.667,-3.938.333,P,PPL,BR,,5,2932002.0,,,0,,417,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396698,Lagoa Escondida,Lagoa Escondida,,-4.55,-37.95,L,AREA,BR,,6,,,,0,,33,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
