,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27
349,7694069,Sítio Renato Caia,Sitio Renato Caia,-258.718,-494.162,P,PPL,BR,,18.0,4114302.0,,,0,,853,America/Sao_Paulo,03/08/2012,Sitio Renato Caia,Sítio Renato Caia,,,,,,,,,,,,,,,,,,,,,,,,,,
350,7694070,Sítio Jacob Rompava,Sitio Jacob Rompava,-25.869,-494.315,P,PPL,BR,,18.0,4121208.0,,,0,,848,America/Sao_Paulo,03/08/2012,Sitio Jacob Rompava,Sítio Jacob Rompava,,,,,,,,,,,,,,,,,,,,,,,,,,
351,7694071,Sítio Eleotério Rompava,Sitio Eleoterio Rompava,-258.768,-494.298,P,PPL,BR,,18.0,4121208.0,,,0,,837,America/Sao_Paulo,03/08/2012,Sitio Eleoterio Rompava,Sítio Eleotério Rompava,,,,,,,,,,,,,,,,,,,,,,,,,,
352,7694072,Capela de Nossa Senhora Aparecida,Capela de Nossa Senhora Aparecida,-258.836,-494.325,S,CH,BR,,18.0,4114302.0,,,0,,826,America/Sao_Paulo,03/08/2012,Capela de Nossa Senhora Aparecida,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,7694073,Caí de Baixo,Cai de Baixo,-258.816,-494.394,P,PPLL,BR,,18.0,4121208.0,,,0,,851,America/Sao_Paulo,03/08/2012,Cai de Baixo,Caí de Baixo,,,,,,,,,,,,,,,,,,,,,,,,,,
354,7694074,Sítio Antenor de Moura,Sitio Antenor de Moura,-258.781,-49.442,P,PPL,BR,,18.0,4121208.0,,,0,,890,America/Sao_Paulo,03/08/2012,Sitio Antenor de Moura,Sítio Antenor de Moura,,,,,,,,,,,,,,,,,,,,,,,,,,
355,7694075,Sítio Fèlix Boron,Sitio Felix Boron,-258.841,-494.538,P,PPL,BR,,18.0,4121208.0,,,0,,851,America/Sao_Paulo,03/08/2012,Sitio Felix Boron,Sítio Fèlix Boron,,,,,,,,,,,,,,,,,,,,,,,,,,
356,7694076,Chácara Santa Laura,Chacara Santa Laura,-258.806,-494.592,S,FRM,BR,,18.0,4121208.0,,,0,,861,America/Sao_Paulo,03/08/2012,Chacara Santa Laura,Chácara Santa Laura,,,,,,,,,,,,,,,,,,,,,,,,,,
357,7694077,Sítio Antenor V. de Moura,Sitio Antenor V. de Moura,-2.587.363,-4.945.022,P,PPL,BR,,18.0,4121208.0,,,0,,865,America/Sao_Paulo,03/08/2012,Sitio Antenor V. de Moura,Sítio Antenor V. de Moura,,,,,,,,,,,,,,,,,,,,,,,,,,
358,7694078,Sítio Olga Botzek,Sitio Olga Botzek,-258.845,-494.716,P,PPL,BR,,18.0,4121208.0,,,0,,831,America/Sao_Paulo,03/08/2012,Sitio Olga Botzek,Sítio Olga Botzek,,,,,,,,,,,,,,,,,,,,,,,,,,
359,7694079,Campina dos Pretos,Campina dos Pretos,-2.588.385,-4.947.654,L,LCTY,BR,,18.0,,,,0,,806,America/Sao_Paulo,21/01/2012,Campina dos Pretos,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,7694080,Sítio Tereza de Jesus,Sitio Tereza de Jesus,-258.797,-494.719,P,PPL,BR,,18.0,4121208.0,,,0,,844,America/Sao_Paulo,03/08/2012,Sitio Tereza de Jesus,Sítio Tereza de Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,
361,7694081,Vila Campina,Vila Campina,-2.587.696,-4.948.278,P,PPL,BR,,18.0,4121208.0,,,0,,827,America/Sao_Paulo,03/08/2012,Vila Campina,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,7694082,Escola Nossa Senhora de Sant’Ana,Escola Nossa Senhora de Sant'Ana,-258.844,-494.996,S,SCH,BR,,18.0,4121208.0,,,0,,829,America/Sao_Paulo,03/08/2012,Escola Nossa Senhora de Sant'Ana,Escola Nossa Senhora de Sant’Ana,,,,,,,,,,,,,,,,,,,,,,,,,,
363,7694083,Sítio Francisco Fonseca,Sitio Francisco Fonseca,-258.916,-494.914,P,PPL,BR,,18.0,4121208.0,,,0,,818,America/Sao_Paulo,03/08/2012,Sitio Francisco Fonseca,Sítio Francisco Fonseca,,,,,,,,,,,,,,,,,,,,,,,,,,
364,7694084,Sítio José Pestecolask,Sitio Jose Pestecolask,-258.958,-494.926,P,PPL,BR,,18.0,4121208.0,,,0,,831,America/Sao_Paulo,03/08/2012,Sitio Jose Pestecolask,Sítio José Pestecolask,,,,,,,,,,,,,,,,,,,,,,,,,,
365,7694085,Sítio Pedro dos Anjos,Sitio Pedro dos Anjos,-25.904,-494.997,P,PPL,BR,,18.0,4121208.0,,,0,,848,America/Sao_Paulo,03/08/2012,Sitio Pedro dos Anjos,Sítio Pedro dos Anjos,,,,,,,,,,,,,,,,,,,,,,,,,,
366,7694086,Chácara Pedro Rocha,Chacara Pedro Rocha,-259.006,-494.941,S,FRM,BR,,18.0,4121208.0,,,0,,836,America/Sao_Paulo,03/08/2012,Chacara Pedro Rocha,Chácara Pedro Rocha,,,,,,,,,,,,,,,,,,,,,,,,,,
367,7694087,Salso,Salso,-2.589.171,-4.948.732,L,LCTY,BR,,18.0,,,,0,,820,America/Sao_Paulo,21/01/2012,Salso,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,7694088,Sítio Norato T. Ferreira,Sitio Norato T. Ferreira,-258.898,-494.861,P,PPL,BR,,18.0,4121208.0,,,0,,805,America/Sao_Paulo,03/08/2012,Sitio Norato T. Ferreira,Sítio Norato T. Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,
369,7694089,Escola Campinas Dois,Escola Campinas Dois,-258.879,-494.711,S,SCH,BR,,18.0,4121208.0,,,0,,818,America/Sao_Paulo,03/08/2012,Escola Campinas 2,Escola Campinas Dois,,,,,,,,,,,,,,,,,,,,,,,,,,
370,7694090,Sítio Valfrido P. Collaço,Sitio Valfrido P. Collaco,-258.942,-494.733,P,PPL,BR,,18.0,4121208.0,,,0,,825,America/Sao_Paulo,03/08/2012,Sitio Valfrido P. Collaco,Sítio Valfrido P. Collaço,,,,,,,,,,,,,,,,,,,,,,,,,,
371,7694091,Sítio Silvestre Filipack,Sitio Silvestre Filipack,-258.996,-494.729,P,PPL,BR,,18.0,4121208.0,,,0,,814,America/Sao_Paulo,03/08/2012,Sitio Silvestre Filipack,Sítio Silvestre Filipack,,,,,,,,,,,,,,,,,,,,,,,,,,
372,7694092,Anta Magra,Anta Magra,-2.590.327,-4.946.932,L,LCTY,BR,,18.0,,,,0,,828,America/Sao_Paulo,21/01/2012,Anta Magra,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,7694093,Pavão,Pavao,-2.589.503,-4.945.366,L,LCTY,BR,,18.0,,,,0,,887,America/Sao_Paulo,21/01/2012,Pavao,Pavão,,,,,,,,,,,,,,,,,,,,,,,,,,
374,7694094,Sítio Leonardo Ziomak,Sitio Leonardo Ziomak,-25.891,-494.561,P,PPL,BR,,18.0,4121208.0,,,0,,874,America/Sao_Paulo,03/08/2012,Sitio Leonardo Ziomak,Sítio Leonardo Ziomak,,,,,,,,,,,,,,,,,,,,,,,,,,
375,7694095,Chácara Dona Avany,Chacara Dona Avany,-258.898,-494.456,S,FRM,BR,,18.0,4121208.0,,,0,,862,America/Sao_Paulo,03/08/2012,Chacara Dona Avany,Chácara Dona Avany,,,,,,,,,,,,,,,,,,,,,,,,,,
376,7694096,Sítio São João,Sitio Sao Joao,-259.018,-494.454,P,PPL,BR,,18.0,4121208.0,,,0,,845,America/Sao_Paulo,03/08/2012,Sitio Sao Joao,Sítio São João,,,,,,,,,,,,,,,,,,,,,,,,,,
377,7694097,Sítio João M. Negrelle,Sitio Joao M. Negrelle,-259.002,-494.377,P,PPL,BR,,18.0,4114302.0,,,0,,827,America/Sao_Paulo,03/08/2012,Sitio Joao M. Negrelle,Sítio João M. Negrelle,,,,,,,,,,,,,,,,,,,,,,,,,,
378,7694098,Sítio Luiz Wosniak,Sitio Luiz Wosniak,-25.898,-494.376,P,PPL,BR,,18.0,4114302.0,,,0,,827,America/Sao_Paulo,03/08/2012,Sitio Luiz Wosniak,Sítio Luiz Wosniak,,,,,,,,,,,,,,,,,,,,,,,,,,
379,7694099,Torre Telecomunicações do Paraná,Torre Telecomunicacoes do Parana,-258.975,-49.436,S,COMC,BR,,18.0,4114302.0,,,0,,844,America/Sao_Paulo,03/08/2012,Torre Telecomunicacoes do Parana,Torre Telecomunicações do Paraná,,,,,,,,,,,,,,,,,,,,,,,,,,
380,7694100,Escola Antônio Selusniak,Escola Antonio Selusniak,-258.973,-494.366,S,SCH,BR,,18.0,4114302.0,,,0,,840,America/Sao_Paulo,03/08/2012,Escola Antonio Selusniak,Escola Antônio Selusniak,,,,,,,,,,,,,,,,,,,,,,,,,,
381,7694101,Sítio João Novacosk,Sitio Joao Novacosk,-25.896,-494.334,P,PPL,BR,,18.0,4114302.0,,,0,,835,America/Sao_Paulo,03/08/2012,Sitio Joao Novacosk,Sítio João Novacosk,,,,,,,,,,,,,,,,,,,,,,,,,,
382,7694102,Sítio Roberto Nalama,Sitio Roberto Nalama,-2.589.623,-4.940.066,P,PPL,BR,,18.0,4114302.0,,,0,,831,America/Sao_Paulo,03/08/2012,Sitio Roberto Nalama,Sítio Roberto Nalama,,,,,,,,,,,,,,,,,,,,,,,,,,
383,7694103,Silvestre,Silvestre,-258.974,-494.015,L,LCTY,BR,,18.0,,,,0,,830,America/Sao_Paulo,21/01/2012,Silvestre,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,7694104,Caí de Baixo,Cai de Baixo,-259.048,-4.941.256,L,LCTY,BR,,18.0,,,,0,,841,America/Sao_Paulo,21/01/2012,Cai de Baixo,Caí de Baixo,,,,,,,,,,,,,,,,,,,,,,,,,,
385,7694105,Sítio Florival de J. Vieira,Sitio Florival de J. Vieira,-25.907,-494.169,P,PPL,BR,,18.0,4114302.0,,,0,,900,America/Sao_Paulo,03/08/2012,Sitio Florival de J. Vieira,Sítio Florival de J. Vieira,,,,,,,,,,,,,,,,,,,,,,,,,,
386,7694106,Rio do Barco,Rio do Barco,-2.593.582,-4.941.399,H,STM,BR,,18.0,,,,0,,813,America/Sao_Paulo,21/01/2012,Rio da Areia Branca,Rio do Barco,,,,,,,,,,,,,,,,,,,,,,,,,,
387,7694107,Sítio João R. Batista,Sitio Joao R. Batista,-259.081,-494.416,P,PPL,BR,,18.0,4114302.0,,,0,,816,America/Sao_Paulo,03/08/2012,Sitio Joao R. Batista,Sítio João R. Batista,,,,,,,,,,,,,,,,,,,,,,,,,,
388,7694108,Sítio José Wosniak,Sitio Jose Wosniak,-259.051,-494.376,P,PPL,BR,,18.0,4114302.0,,,0,,834,America/Sao_Paulo,03/08/2012,Sitio Jose Wosniak,Sítio José Wosniak,,,,,,,,,,,,,,,,,,,,,,,,,,
389,7694109,Sítio Aleixo Oracshi,Sitio Aleixo Oracshi,-259.123,-494.579,P,PPL,BR,,18.0,4121208.0,,,0,,837,America/Sao_Paulo,03/08/2012,Sitio Aleixo Oracshi,Sítio Aleixo Oracshi,,,,,,,,,,,,,,,,,,,,,,,,,,
390,7694110,Sítio Eugênio Obzt,Sitio Eugenio Obzt,-259.101,-494.593,P,PPL,BR,,18.0,4121208.0,,,0,,815,America/Sao_Paulo,03/08/2012,Sitio Eugenio Obzt,Sítio Eugênio Obzt,,,,,,,,,,,,,,,,,,,,,,,,,,
391,7694111,Sítio Sebastião de Andrade,Sitio Sebastiao de Andrade,-259.174,-494.622,P,PPL,BR,,18.0,4121208.0,,,0,,805,America/Sao_Paulo,03/08/2012,Sitio Sebastiao de Andrade,Sítio Sebastião de Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,
392,7694112,Escola Caetano M. da Rocha,Escola Caetano M. da Rocha,-259.204,-494.823,S,SCH,BR,,18.0,4121208.0,,,0,,827,America/Sao_Paulo,03/08/2012,Escola Caetano M. da Rocha,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,7694113,Pangaré Novo,Pangare Novo,-2.591.751,-4.947.616,L,LCTY,BR,,18.0,,,,0,,838,America/Sao_Paulo,21/01/2012,Pangare Novo,Pangaré Novo,,,,,,,,,,,,,,,,,,,,,,,,,,
394,7694114,Sítio Estrela,Sitio Estrela,-259.143,-49.475,P,PPL,BR,,18.0,4121208.0,,,0,,820,America/Sao_Paulo,03/08/2012,Sitio Estrela,Sítio Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,
395,7694115,Sítio Pedro Ribas,Sitio Pedro Ribas,-259.122,-494.789,P,PPL,BR,,18.0,4121208.0,,,0,,830,America/Sao_Paulo,03/08/2012,Sitio Pedro Ribas,Sítio Pedro Ribas,,,,,,,,,,,,,,,,,,,,,,,,,,
396,7694116,Arroio Duas Barras,Arroio Duas Barras,-2.590.374,-4.947.511,H,STM,BR,,18.0,,,,0,,807,America/Sao_Paulo,21/01/2012,Arroio Duas Barras,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,7694117,Sítio Antônio Ferreira,Sitio Antonio Ferreira,-259.074,-494.828,P,PPL,BR,,18.0,4121208.0,,,0,,806,America/Sao_Paulo,03/08/2012,Sitio Antonio Ferreira,Sítio Antônio Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,
398,7694118,Sítio Aleixo Dranka,Sitio Aleixo Dranka,-25.914,-494.929,P,PPL,BR,,18.0,4121208.0,,,0,,850,America/Sao_Paulo,03/08/2012,Sitio Aleixo Dranka,Sítio Aleixo Dranka,,,,,,,,,,,,,,,,,,,,,,,,,,
399,7694119,Igreja de São Sebastião,Igreja de Sao Sebastiao,-259.207,-494.822,S,CH,BR,,18.0,4121208.0,,,0,,835,America/Sao_Paulo,03/08/2012,Igreja de Sao Sebastiao,Igreja de São Sebastião,,,,,,,,,,,,,,,,,,,,,,,,,,
400,7694120,Sítio Isaias T. Collaço,Sitio Isaias T. Collaco,-259.249,-494.887,P,PPL,BR,,18.0,4121208.0,,,0,,831,America/Sao_Paulo,03/08/2012,Sitio Isaias T. Collaco,Sítio Isaias T. Collaço,,,,,,,,,,,,,,,,,,,,,,,,,,
401,7694121,Sítio João Ester,Sitio Joao Ester,-259.246,-494.747,P,PPL,BR,,18.0,4121208.0,,,0,,828,America/Sao_Paulo,03/08/2012,Sitio Joao Ester,Sítio João Ester,,,,,,,,,,,,,,,,,,,,,,,,,,
402,7694122,Sítio Valdevino P. de Sóuza,Sitio Valdevino P. de Souza,-259.319,-494.871,P,PPL,BR,,18.0,4121208.0,,,0,,842,America/Sao_Paulo,03/08/2012,Sitio Valdevino P. de Souza,Sítio Valdevino P. de Sóuza,,,,,,,,,,,,,,,,,,,,,,,,,,
403,7694123,Pangaré Novo,Pangare Novo,-2.593.163,-4.949.662,L,LCTY,BR,,18.0,,,,0,,834,America/Sao_Paulo,21/01/2012,Pangare Novo,Pangaré Novo,,,,,,,,,,,,,,,,,,,,,,,,,,
404,7694124,Sítio João M. Machado,Sitio Joao M. Machado,-259.324,-49.483,P,PPL,BR,,18.0,4121208.0,,,0,,856,America/Sao_Paulo,03/08/2012,Sitio Joao M. Machado,Sítio João M. Machado,,,,,,,,,,,,,,,,,,,,,,,,,,
405,7694125,Sítio Jovino Zaleski,Sitio Jovino Zaleski,-259.387,-494.946,P,PPL,BR,,18.0,4121208.0,,,0,,860,America/Sao_Paulo,03/08/2012,Sitio Jovino Zaleski,Sítio Jovino Zaleski,,,,,,,,,,,,,,,,,,,,,,,,,,
406,7694126,Sítio José Rodrigues,Sitio Jose Rodrigues,-259.353,-494.823,P,PPL,BR,,18.0,4121208.0,,,0,,850,America/Sao_Paulo,03/08/2012,Sitio Jose Rodrigues,Sítio José Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,
407,7694127,Ribeirão Pangarezinho,Ribeirao Pangarezinho,-2.591.542,-4.946.325,H,STM,BR,,18.0,,,,0,,806,America/Sao_Paulo,21/01/2012,Ribeirao Pangarezinho,Ribeirão Pangarezinho,,,,,,,,,,,,,,,,,,,,,,,,,,
408,7694128,Lambari,Lambari,-2.593.836,-4.946.532,L,LCTY,BR,,18.0,,,,0,,846,America/Sao_Paulo,21/01/2012,Lambari,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,7694129,Sítio Gereinias F. dos Santos,Sitio Gereinias F. dos Santos,-259.302,-494.689,P,PPL,BR,,18.0,4121208.0,,,0,,839,America/Sao_Paulo,03/08/2012,Sitio Gereinias F. dos Santos,Sítio Gereinias F. dos Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
410,7694130,Escola Abilio da Costa,Escola Abilio da Costa,-259.269,-494.616,S,SCH,BR,,18.0,4121208.0,,,0,,840,America/Sao_Paulo,03/08/2012,Escola Abilio da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,7694131,Pangaré Velho,Pangare Velho,-25.927,-494.621,P,PPL,BR,,18.0,4121208.0,,,0,,837,America/Sao_Paulo,03/08/2012,Pangare Velho,Pangaré Velho,,,,,,,,,,,,,,,,,,,,,,,,,,
412,7694132,Sítio João Silveira,Sitio Joao Silveira,-25.922,-494.619,P,PPL,BR,,18.0,4121208.0,,,0,,830,America/Sao_Paulo,03/08/2012,Sitio Joao Silveira,Sítio João Silveira,,,,,,,,,,,,,,,,,,,,,,,,,,
413,7694133,Sítio Dirceu R. Vega,Sitio Dirceu R. Vega,-259.337,-494.557,P,PPL,BR,,18.0,4121208.0,,,0,,820,America/Sao_Paulo,03/08/2012,Sitio Dirceu R. Vega,Sítio Dirceu R. Vega,,,,,,,,,,,,,,,,,,,,,,,,,,
414,7694134,Ribeirão Branco,Ribeirao Branco,-2.592.101,-4.945.573,H,STM,BR,,18.0,,,,0,,809,America/Sao_Paulo,21/01/2012,Ribeirao Branco,Ribeirão Branco,,,,,,,,,,,,,,,,,,,,,,,,,,
415,7694135,Rio Lambari,Rio Lambari,-2.592.713,-4.944.291,H,STM,BR,,18.0,,,,0,,811,America/Sao_Paulo,21/01/2012,Rio Lambari,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,7694136,Sítio Miguel Palt,Sitio Miguel Palt,-2.593.577,-4.943.881,P,PPL,BR,,18.0,4121208.0,,,0,,820,America/Sao_Paulo,03/08/2012,Sitio Miguel Palt,Sítio Miguel Palt,,,,,,,,,,,,,,,,,,,,,,,,,,
417,7694137,Sítio Antônio Lima,Sitio Antonio Lima,-259.341,-494.228,P,PPL,BR,,18.0,4114302.0,,,0,,818,America/Sao_Paulo,03/08/2012,Sitio Antonio Lima,Sítio Antônio Lima,,,,,,,,,,,,,,,,,,,,,,,,,,
418,7694138,Sítio Cândido Camargo,Sitio Candido Camargo,-259.302,-494.199,P,PPL,BR,,18.0,4114302.0,,,0,,830,America/Sao_Paulo,03/08/2012,Sitio Candido Camargo,Sítio Cândido Camargo,,,,,,,,,,,,,,,,,,,,,,,,,,
419,7694139,Barco,Barco,-2.592.235,-4.941.273,L,LCTY,BR,,18.0,,,,0,,834,America/Sao_Paulo,21/01/2012,Barco,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,7694140,Sítio Osvaldo dos Santos,Sitio Osvaldo dos Santos,-2.592.556,-4.940.737,P,PPL,BR,,18.0,4114302.0,,,0,,821,America/Sao_Paulo,03/08/2012,Sitio Osvaldo dos Santos,Sítio Osvaldo dos Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
421,7694141,Escola Pedro J. de Cruz,Escola Pedro J. de Cruz,-259.292,-494.172,S,SCH,BR,,18.0,4114302.0,,,0,,829,America/Sao_Paulo,03/08/2012,Escola Pedro J. de Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,7694142,Barco,Barco,-2.593.142,-4.940.536,L,LCTY,BR,,18.0,,,,0,,833,America/Sao_Paulo,21/01/2012,Barco,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,7694143,Sítio Almir Michele,Sitio Almir Michele,-259.324,-494.023,P,PPL,BR,,18.0,4114302.0,,,0,,830,America/Sao_Paulo,03/08/2012,Sitio Almir Michele,Sítio Almir Michele,,,,,,,,,,,,,,,,,,,,,,,,,,
424,7694144,Ribeirão Água Clara,Ribeirao Agua Clara,-2.593.948,-4.940.853,H,STM,BR,,18.0,,,,0,,812,America/Sao_Paulo,21/01/2012,Ribeirao Agua Clara,Ribeirão Água Clara,,,,,,,,,,,,,,,,,,,,,,,,,,
425,7694145,Sítio Nadir O. da Cruz,Sitio Nadir O. da Cruz,-259.409,-494.155,P,PPL,BR,,18.0,4121208.0,,,0,,818,America/Sao_Paulo,03/08/2012,Sitio Nadir O. da Cruz,Sítio Nadir O. da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,
426,7694146,Chácara Santo Antônio,Chacara Santo Antonio,-259.458,-494.111,S,FRM,BR,,18.0,4121208.0,,,0,,821,America/Sao_Paulo,03/08/2012,Chacara Santo Antonio,Chácara Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,
427,7694147,Sítio Otávio P. da Cruz,Sitio Otavio P. da Cruz,-259.481,-494.135,P,PPL,BR,,18.0,4121208.0,,,0,,826,America/Sao_Paulo,03/08/2012,Sitio Otavio P. da Cruz,Sítio Otávio P. da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,
428,7694148,Chácara Querência Cantinho do Céu,Chacara Querencia Cantinho do Ceu,-259.511,-494.088,S,FRM,BR,,18.0,4121208.0,,,0,,820,America/Sao_Paulo,03/08/2012,Chacara Querencia Cantinho do Ceu,Chácara Querência Cantinho do Céu,,,,,,,,,,,,,,,,,,,,,,,,,,
429,7694149,Torre Telecomunicações do Paraná,Torre Telecomunicacoes do Parana,-259.512,-49.41,S,COMC,BR,,18.0,4121208.0,,,0,,818,America/Sao_Paulo,03/08/2012,Torre Telecomunicacoes do Parana,Torre Telecomunicações do Paraná,,,,,,,,,,,,,,,,,,,,,,,,,,
430,7694150,Capela do Cristo Rei,Capela do Cristo Rei,-25.952,-494.091,S,CH,BR,,18.0,4121208.0,,,0,,825,America/Sao_Paulo,03/08/2012,Capela do Cristo Rei,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,7694151,Água Clara,Agua Clara,-2.595.703,-4.941.384,P,PPL,BR,,18.0,4121208.0,,,0,,838,America/Sao_Paulo,03/08/2012,Agua Clara,Água Clara,,,,,,,,,,,,,,,,,,,,,,,,,,
432,7694152,Escola São José,Escola Sao Jose,-259.559,-494.127,S,SCH,BR,,18.0,4121208.0,,,0,,835,America/Sao_Paulo,03/08/2012,Escola Sao Jose,Escola São José,,,,,,,,,,,,,,,,,,,,,,,,,,
433,7694153,Água Clara de Baixo,Agua Clara de Baixo,-2.595.682,-4.942.212,P,PPLL,BR,,18.0,4121208.0,,,0,,875,America/Sao_Paulo,03/08/2012,Agua Clara de Baixo,Água Clara de Baixo,,,,,,,,,,,,,,,,,,,,,,,,,,
434,7694154,Sítio José Palt,Sitio Jose Palt,-259.553,-494.517,P,PPL,BR,,18.0,4121208.0,,,0,,863,America/Sao_Paulo,03/08/2012,Sitio Jose Palt,Sítio José Palt,,,,,,,,,,,,,,,,,,,,,,,,,,
435,7694155,Sítio João Pirachovoski,Sitio Joao Pirachovoski,-259.478,-494.613,P,PPL,BR,,18.0,4121208.0,,,0,,834,America/Sao_Paulo,03/08/2012,Sitio Joao Pirachovoski,Sítio João Pirachovoski,,,,,,,,,,,,,,,,,,,,,,,,,,
436,7694156,Sítio Adão Pirachovoski,Sitio Adao Pirachovoski,-259.444,-494.595,P,PPL,BR,,18.0,4121208.0,,,0,,831,America/Sao_Paulo,03/08/2012,Sitio Adao Pirachovoski,Sítio Adão Pirachovoski,,,,,,,,,,,,,,,,,,,,,,,,,,
437,7694157,Sítio André Crissa,Sitio Andre Crissa,-259.426,-494.724,P,PPL,BR,,18.0,4121208.0,,,0,,837,America/Sao_Paulo,03/08/2012,Sitio Andre Crissa,Sítio André Crissa,,,,,,,,,,,,,,,,,,,,,,,,,,
438,7694158,Sítio Paulo Scrabra,Sitio Paulo Scrabra,-259.453,-49.472,P,PPL,BR,,18.0,4121208.0,,,0,,851,America/Sao_Paulo,03/08/2012,Sitio Paulo Scrabra,Sítio Paulo Scrabra,,,,,,,,,,,,,,,,,,,,,,,,,,
439,7694159,Cerrinho,Cerrinho,-259.485,-494.801,L,LCTY,BR,,18.0,,,,0,,865,America/Sao_Paulo,21/01/2012,Cerrinho,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,7694160,Serra do Botijo,Serra do Botijo,-2.594.964,-4.948.513,T,MTS,BR,,18.0,,,,0,,886,America/Sao_Paulo,21/01/2012,Serra do Botijo,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,7694161,Morro do Pangaré,Morro do Pangare,-2.594.594,-4.949.072,L,LCTY,BR,,18.0,,,,0,,869,America/Sao_Paulo,21/01/2012,Morro do Pangare,Morro do Pangaré,,,,,,,,,,,,,,,,,,,,,,,,,,
442,7694162,Sítio Alexo Kuzeratsk,Sitio Alexo Kuzeratsk,-25.947,-49.499,P,PPL,BR,,18.0,4121208.0,,,0,,885,America/Sao_Paulo,03/08/2012,Sitio Alexo Kuzeratsk,Sítio Alexo Kuzeratsk,,,,,,,,,,,,,,,,,,,,,,,,,,
443,7694163,Sítio João Pavenik,Sitio Joao Pavenik,-259.545,-49.49,P,PPL,BR,,18.0,4121208.0,,,0,,888,America/Sao_Paulo,03/08/2012,Sitio Joao Pavenik,Sítio João Pavenik,,,,,,,,,,,,,,,,,,,,,,,,,,
444,7694164,Sítio Pedro Pavenik,Sitio Pedro Pavenik,-259.634,-494.865,P,PPL,BR,,18.0,4121208.0,,,0,,876,America/Sao_Paulo,03/08/2012,Sitio Pedro Pavenik,Sítio Pedro Pavenik,,,,,,,,,,,,,,,,,,,,,,,,,,
445,7694165,Sítio Alvim B. Callaço,Sitio Alvim B. Callaco,-259.669,-49.485,P,PPL,BR,,18.0,4121208.0,,,0,,873,America/Sao_Paulo,03/08/2012,Sitio Alvim B. Callaco,Sítio Alvim B. Callaço,,,,,,,,,,,,,,,,,,,,,,,,,,
446,7694166,Sítio Orlando Pavenik,Sitio Orlando Pavenik,-259.686,-494.902,P,PPL,BR,,18.0,4121208.0,,,0,,885,America/Sao_Paulo,03/08/2012,Sitio Orlando Pavenik,Sítio Orlando Pavenik,,,,,,,,,,,,,,,,,,,,,,,,,,
447,7694167,Sítio Zacanas Gardinos,Sitio Zacanas Gardinos,-259.737,-494.871,P,PPL,BR,,18.0,4121208.0,,,0,,879,America/Sao_Paulo,03/08/2012,Sitio Zacanas Gardinos,Sítio Zacanas Gardinos,,,,,,,,,,,,,,,,,,,,,,,,,,
448,7694168,Sítio Dair Nossolo,Sitio Dair Nossolo,-259.723,-494.817,P,PPL,BR,,18.0,4121208.0,,,0,,886,America/Sao_Paulo,03/08/2012,Sitio Dair Nossolo,Sítio Dair Nossolo,,,,,,,,,,,,,,,,,,,,,,,,,,
449,7694169,Torre Telecomunicações do Paraná,Torre Telecomunicacoes do Parana,-259.691,-494.821,S,COMC,BR,,18.0,4121208.0,,,0,,882,America/Sao_Paulo,03/08/2012,Torre Telecomunicacoes do Parana,Torre Telecomunicações do Paraná,,,,,,,,,,,,,,,,,,,,,,,,,,
450,7694170,Igreja de Nossa Senhora Aparecida,Igreja de Nossa Senhora Aparecida,-259.686,-494.817,S,CH,BR,,18.0,4121208.0,,,0,,881,America/Sao_Paulo,03/08/2012,Igreja de Nossa Senhora Aparecida,,,,,,,,,,,,,,,,,,,,,,,,,,,
