,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27
7410,7775147,Sítio Santo,Sitio Santo,-2.368.408,-5.007.361,P,PPL,BR,,18.0,4111704.0,,,0,,482,America/Sao_Paulo,03/08/2012,Sitio Santo,Sítio Santo,,,,,,,,,,,,,,,,,,,,,,,,,,
7411,7775148,Sítio São Jorge,Sitio Sao Jorge,-2.368.713,-5.005.714,P,PPL,BR,,18.0,4111704.0,,,0,,522,America/Sao_Paulo,03/08/2012,Sitio Sao Jorge,Sítio São Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,
7412,7775149,Sítio Maria,Sitio Maria,-236.873,-5.006.577,P,PPL,BR,,18.0,4111704.0,,,0,,507,America/Sao_Paulo,03/08/2012,Sitio Maria,Sítio Maria,,,,,,,,,,,,,,,,,,,,,,,,,,
7413,7775150,Sítio Nagata,Sitio Nagata,-2.368.808,-5.009.455,P,PPL,BR,,18.0,4111704.0,,,0,,499,America/Sao_Paulo,03/08/2012,Sitio Nagata,Sítio Nagata,,,,,,,,,,,,,,,,,,,,,,,,,,
7414,7775151,Sítio José Sebastião de Souza,Sitio Jose Sebastiao de Souza,-2.368.635,-5.008.489,P,PPL,BR,,18.0,4111704.0,,,0,,477,America/Sao_Paulo,03/08/2012,Sitio Jose Sebastiao de Souza,Sítio José Sebastião de Souza,,,,,,,,,,,,,,,,,,,,,,,,,,
7415,7775152,Sítio São José,Sitio Sao Jose,-2.368.079,-5.008.912,P,PPL,BR,,18.0,4111704.0,,,0,,493,America/Sao_Paulo,03/08/2012,Sitio Sao Jose,Sítio São José,,,,,,,,,,,,,,,,,,,,,,,,,,
7416,7775153,Ribeirão do Justo,Ribeirao do Justo,-2.367.936,-5.009.153,H,STM,BR,,18.0,,,,0,,472,America/Sao_Paulo,21/01/2012,Ribeirao do Justo,Ribeirão do Justo,,,,,,,,,,,,,,,,,,,,,,,,,,
7417,7775154,Ponte Preta,Ponte Preta,-236.783,-5.009.778,L,LCTY,BR,,18.0,,,,0,,492,America/Sao_Paulo,21/01/2012,Ponte Preta,,,,,,,,,,,,,,,,,,,,,,,,,,,
7418,7775155,Sítio João Legário,Sitio Joao Legario,-2.368.104,-5.009.673,P,PPL,BR,,18.0,4111704.0,,,0,,475,America/Sao_Paulo,03/08/2012,Sitio Joao Legario,Sítio João Legário,,,,,,,,,,,,,,,,,,,,,,,,,,
7419,7775156,Sítio Vicente Posse,Sitio Vicente Posse,-2.367.898,-5.011.304,P,PPL,BR,,18.0,4111704.0,,,0,,500,America/Sao_Paulo,03/08/2012,Sitio Vicente Posse,Sítio Vicente Posse,,,,,,,,,,,,,,,,,,,,,,,,,,
7420,7775157,Sítio José Carlos de Souza,Sitio Jose Carlos de Souza,-2.367.902,-5.010.679,P,PPL,BR,,18.0,4111704.0,,,0,,483,America/Sao_Paulo,03/08/2012,Sitio Jose Carlos de Souza,Sítio José Carlos de Souza,,,,,,,,,,,,,,,,,,,,,,,,,,
7421,7775158,Ribeirão Guapé,Ribeirao Guape,-2.367.899,-5.010.255,H,STM,BR,,18.0,,,,0,,479,America/Sao_Paulo,21/01/2012,Ribeirao Guape,Ribeirão Guapé,,,,,,,,,,,,,,,,,,,,,,,,,,
7422,7775159,Sítio Vicente Mendes Morais,Sitio Vicente Mendes Morais,-2.368.714,-5.010.365,P,PPL,BR,,18.0,4111704.0,,,0,,515,America/Sao_Paulo,03/08/2012,Sitio Vicente Mendes Morais,Sítio Vicente Mendes Morais,,,,,,,,,,,,,,,,,,,,,,,,,,
7423,7775160,Sítio João Levino Gonçalves,Sitio Joao Levino Goncalves,-2.369.276,-5.009.891,P,PPL,BR,,18.0,4111704.0,,,0,,486,America/Sao_Paulo,03/08/2012,Sitio Joao Levino Goncalves,Sítio João Levino Gonçalves,,,,,,,,,,,,,,,,,,,,,,,,,,
7424,7775161,Água Barra Seca,Agua Barra Seca,-2.367.951,-5.009.456,H,STM,BR,,18.0,,,,0,,476,America/Sao_Paulo,21/01/2012,Agua Barra Seca,Água Barra Seca,,,,,,,,,,,,,,,,,,,,,,,,,,
7425,7775162,Sítio Santa Rita,Sitio Santa Rita,-2.369.117,-5.007.961,P,PPL,BR,,18.0,4111704.0,,,0,,503,America/Sao_Paulo,03/08/2012,Sitio Santa Rita,Sítio Santa Rita,,,,,,,,,,,,,,,,,,,,,,,,,,
7426,7775163,Sítio Benedito Siqueira,Sitio Benedito Siqueira,-2.368.897,-5.006.257,P,PPL,BR,,18.0,4111704.0,,,0,,521,America/Sao_Paulo,03/08/2012,Sitio Benedito Siqueira,Sítio Benedito Siqueira,,,,,,,,,,,,,,,,,,,,,,,,,,
7427,7775164,Sítio José Lopes,Sitio Jose Lopes,-2.369.184,-5.006.965,P,PPL,BR,,18.0,4111704.0,,,0,,479,America/Sao_Paulo,03/08/2012,Sitio Jose Lopes,Sítio José Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,
7428,7775165,Sítio Sebastião Tibúrcio,Sitio Sebastiao Tiburcio,-236.944,-5.007.577,P,PPL,BR,,18.0,4111704.0,,,0,,507,America/Sao_Paulo,03/08/2012,Sitio Sebastiao Tiburcio,Sítio Sebastião Tibúrcio,,,,,,,,,,,,,,,,,,,,,,,,,,
7429,7775166,Sítio João Abílio,Sitio Joao Abilio,-2.369.517,-5.006.633,P,PPL,BR,,18.0,4111704.0,,,0,,487,America/Sao_Paulo,03/08/2012,Sitio Joao Abilio,Sítio João Abílio,,,,,,,,,,,,,,,,,,,,,,,,,,
7430,7775167,Sítio Levino Faustino,Sitio Levino Faustino,-2.370.213,-5.006.887,P,PPL,BR,,18.0,4111704.0,,,0,,481,America/Sao_Paulo,03/08/2012,Sitio Levino Faustino,Sítio Levino Faustino,,,,,,,,,,,,,,,,,,,,,,,,,,
7431,7775168,Sítio Nova Esperança,Sitio Nova Esperanca,-2.370.613,-5.006.235,P,PPL,BR,,18.0,4111704.0,,,0,,488,America/Sao_Paulo,03/08/2012,Sitio Nova Esperanca,Sítio Nova Esperança,,,,,,,,,,,,,,,,,,,,,,,,,,
7432,7775169,Sítio Boa Vista,Sitio Boa Vista,-2.370.482,-5.008.372,P,PPL,BR,,18.0,4111704.0,,,0,,495,America/Sao_Paulo,03/08/2012,Sitio Boa Vista,Sítio Boa Vista,,,,,,,,,,,,,,,,,,,,,,,,,,
7433,7775170,Sítio José Carvalho de Almeida,Sitio Jose Carvalho de Almeida,-2.370.353,-5.007.642,P,PPL,BR,,18.0,4111704.0,,,0,,477,America/Sao_Paulo,03/08/2012,Sitio Jose Carvalho de Almeida,Sítio José Carvalho de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,
7434,7775171,Capela de Santa Catarina,Capela de Santa Catarina,-2.369.915,-5.007.438,S,CH,BR,,18.0,4111704.0,,,0,,516,America/Sao_Paulo,03/08/2012,Capela de Santa Catarina,,,,,,,,,,,,,,,,,,,,,,,,,,,
7435,7775172,Ribeirão do Patrimônio,Ribeirao do Patrimonio,-2.367.938,-5.009.144,H,STM,BR,,18.0,,,,0,,472,America/Sao_Paulo,21/01/2012,Ribeirao do Patrimonio,Ribeirão do Patrimônio,,,,,,,,,,,,,,,,,,,,,,,,,,
7436,7775173,Sítio Domingos Siqueira,Sitio Domingos Siqueira,-2.369.349,-5.009.341,P,PPL,BR,,18.0,4111704.0,,,0,,502,America/Sao_Paulo,03/08/2012,Sitio Domingos Siqueira,Sítio Domingos Siqueira,,,,,,,,,,,,,,,,,,,,,,,,,,
7437,7775174,Sítio João Mauro,Sitio Joao Mauro,-2.369.691,-5.008.301,P,PPL,BR,,18.0,4111704.0,,,0,,484,America/Sao_Paulo,03/08/2012,Sitio Joao Mauro,Sítio João Mauro,,,,,,,,,,,,,,,,,,,,,,,,,,
7438,7775175,Sítio Benedito Costa,Sitio Benedito Costa,-2.369.513,-5.009.909,P,PPL,BR,,18.0,4111704.0,,,0,,492,America/Sao_Paulo,03/08/2012,Sitio Benedito Costa,Sítio Benedito Costa,,,,,,,,,,,,,,,,,,,,,,,,,,
7439,7775176,Sítio Santo Antônio,Sitio Santo Antonio,-2.370.186,-5.008.697,P,PPL,BR,,18.0,4111704.0,,,0,,493,America/Sao_Paulo,03/08/2012,Sitio Santo Antonio,Sítio Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,
7440,7775177,Sítio João Pedro,Sitio Joao Pedro,-2.370.404,-5.009.756,P,PPL,BR,,18.0,4111704.0,,,0,,501,America/Sao_Paulo,03/08/2012,Sitio Joao Pedro,Sítio João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,
7441,7775178,Sítio Sebastião Luiz de Souza,Sitio Sebastiao Luiz de Souza,-2.369.724,-5.010.273,P,PPL,BR,,18.0,4111704.0,,,0,,487,America/Sao_Paulo,03/08/2012,Sitio Sebastiao Luiz de Souza,Sítio Sebastião Luiz de Souza,,,,,,,,,,,,,,,,,,,,,,,,,,
7442,7775179,Sítio José Cardoso,Sitio Jose Cardoso,-2.369.549,-5.010.083,P,PPL,BR,,18.0,4111704.0,,,0,,491,America/Sao_Paulo,03/08/2012,Sitio Jose Cardoso,Sítio José Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,
7443,7775180,Sítio João Brás,Sitio Joao Bras,-2.369.589,-5.011.317,P,PPL,BR,,18.0,4111704.0,,,0,,515,America/Sao_Paulo,03/08/2012,Sitio Joao Bras,Sítio João Brás,,,,,,,,,,,,,,,,,,,,,,,,,,
7444,7775181,Sítio Luis Leite,Sitio Luis Leite,-2.370.648,-5.011.863,P,PPL,BR,,18.0,4111704.0,,,0,,543,America/Sao_Paulo,03/08/2012,Sitio Luis Leite,Sítio Luis Leite,,,,,,,,,,,,,,,,,,,,,,,,,,
7445,7775182,Barra Seca,Barra Seca,-2.370.794,-5.010.583,L,LCTY,BR,,18.0,,,,0,,525,America/Sao_Paulo,21/01/2012,Barra Seca,,,,,,,,,,,,,,,,,,,,,,,,,,,
7446,7775183,Sítio São Francisco,Sitio Sao Francisco,-2.371.132,-5.011.299,P,PPL,BR,,18.0,4111704.0,,,0,,533,America/Sao_Paulo,03/08/2012,Sitio Sao Francisco,Sítio São Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,
7447,7775184,Sítio Nazira Terra,Sitio Nazira Terra,-2.371.227,-5.010.761,P,PPL,BR,,18.0,4111704.0,,,0,,546,America/Sao_Paulo,03/08/2012,Sitio Nazira Terra,Sítio Nazira Terra,,,,,,,,,,,,,,,,,,,,,,,,,,
7448,7775185,Sítio São Sebastião,Sitio Sao Sebastiao,-2.372.294,-5.010.905,P,PPL,BR,,18.0,4111704.0,,,0,,526,America/Sao_Paulo,03/08/2012,Sitio Sao Sebastiao,Sítio São Sebastião,,,,,,,,,,,,,,,,,,,,,,,,,,
7449,7775186,Escola Barra Seca,Escola Barra Seca,-2.372.229,-5.010.295,S,SCH,BR,,18.0,4111704.0,,,0,,538,America/Sao_Paulo,03/08/2012,Escola Barra Seca,,,,,,,,,,,,,,,,,,,,,,,,,,,
7450,7775187,Capela de São José,Capela de Sao Jose,-2.372.187,-5.010.312,S,CH,BR,,18.0,4111704.0,,,0,,539,America/Sao_Paulo,03/08/2012,Capela de Sao Jose,Capela de São José,,,,,,,,,,,,,,,,,,,,,,,,,,
7451,7775188,Sítio São Benedito,Sitio Sao Benedito,-2.371.628,-5.010.054,P,PPL,BR,,18.0,4111704.0,,,0,,518,America/Sao_Paulo,03/08/2012,Sitio Sao Benedito,Sítio São Benedito,,,,,,,,,,,,,,,,,,,,,,,,,,
7452,7775189,Sítio Maria Vicentina de Jesus,Sitio Maria Vicentina de Jesus,-2.371.006,-5.008.755,P,PPL,BR,,18.0,4111704.0,,,0,,537,America/Sao_Paulo,03/08/2012,Sitio Maria Vicentina de Jesus,Sítio Maria Vicentina de Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,
7453,7775190,Sítio José Pereira,Sitio Jose Pereira,-2.370.883,-5.007.551,P,PPL,BR,,18.0,4111704.0,,,0,,484,America/Sao_Paulo,03/08/2012,Sitio Jose Pereira,Sítio José Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,
7454,7775191,Cândido,Candido,-2.371.478,-5.008.331,L,LCTY,BR,,18.0,,,,0,,523,America/Sao_Paulo,21/01/2012,Candido,Cândido,,,,,,,,,,,,,,,,,,,,,,,,,,
7455,7775192,Sítio Jango,Sitio Jango,-2.371.063,-5.007.524,P,PPL,BR,,18.0,4111704.0,,,0,,482,America/Sao_Paulo,03/08/2012,Sitio Jango,Sítio Jango,,,,,,,,,,,,,,,,,,,,,,,,,,
7456,7775193,Sítio Jurema,Sitio Jurema,-2.371.221,-5.007.278,P,PPL,BR,,18.0,4111704.0,,,0,,493,America/Sao_Paulo,03/08/2012,Sitio Jurema,Sítio Jurema,,,,,,,,,,,,,,,,,,,,,,,,,,
7457,7775194,Sítio São Joaquim,Sitio Sao Joaquim,-2.371.081,-50.064,P,PPL,BR,,18.0,4111704.0,,,0,,499,America/Sao_Paulo,03/08/2012,Sitio Sao Joaquim,Sítio São Joaquim,,,,,,,,,,,,,,,,,,,,,,,,,,
7458,7775195,Sítio Francisco Mavarrete,Sitio Francisco Mavarrete,-2.371.478,-5.006.913,P,PPL,BR,,18.0,4111704.0,,,0,,528,America/Sao_Paulo,03/08/2012,Sitio Francisco Mavarrete,Sítio Francisco Mavarrete,,,,,,,,,,,,,,,,,,,,,,,,,,
7459,7775196,Sítio Jair Laurindo,Sitio Jair Laurindo,-2.371.874,-5.006.059,P,PPL,BR,,18.0,4111704.0,,,0,,527,America/Sao_Paulo,03/08/2012,Sitio Jair Laurindo,Sítio Jair Laurindo,,,,,,,,,,,,,,,,,,,,,,,,,,
7460,7775197,Chácara João Mauro de Oliveira,Chacara Joao Mauro de Oliveira,-2.372.088,-5.006.794,S,FRM,BR,,18.0,4111704.0,,,0,,551,America/Sao_Paulo,03/08/2012,Chacara Joao Mauro de Oliveira,Chácara João Mauro de Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,
7461,7775198,Sítio Nossa Senhora Aparecida,Sitio Nossa Senhora Aparecida,-2.371.946,-5.007.503,P,PPL,BR,,18.0,4111704.0,,,0,,500,America/Sao_Paulo,03/08/2012,Sitio Nossa Senhora Aparecida,Sítio Nossa Senhora Aparecida,,,,,,,,,,,,,,,,,,,,,,,,,,
7462,7775199,Sítio José Cantana,Sitio Jose Cantana,-2.372.046,-5.007.765,P,PPL,BR,,18.0,4111704.0,,,0,,493,America/Sao_Paulo,03/08/2012,Sitio Jose Cantana,Sítio José Cantana,,,,,,,,,,,,,,,,,,,,,,,,,,
7463,7775200,Água da Laranjeira,Agua da Laranjeira,-2.371.865,-5.007.745,H,STM,BR,,18.0,,,,0,,490,America/Sao_Paulo,21/01/2012,Agua da Laranjeira,Água da Laranjeira,,,,,,,,,,,,,,,,,,,,,,,,,,
7464,7775201,Sítio São José,Sitio Sao Jose,-2.372.322,-5.009.434,P,PPL,BR,,18.0,4111704.0,,,0,,544,America/Sao_Paulo,03/08/2012,Sitio Sao Jose,Sítio São José,,,,,,,,,,,,,,,,,,,,,,,,,,
7465,7775202,Sítio José Silvestre,Sitio Jose Silvestre,-2.372.469,-5.010.131,P,PPL,BR,,18.0,4111704.0,,,0,,539,America/Sao_Paulo,03/08/2012,Sitio Jose Silvestre,Sítio José Silvestre,,,,,,,,,,,,,,,,,,,,,,,,,,
7466,7775203,Sítio Pedro Josino,Sitio Pedro Josino,-2.372.741,-501.101,P,PPL,BR,,18.0,4111704.0,,,0,,529,America/Sao_Paulo,03/08/2012,Sitio Pedro Josino,Sítio Pedro Josino,,,,,,,,,,,,,,,,,,,,,,,,,,
7467,7775204,Sítio Lindolfo,Sitio Lindolfo,-237.308,-5.010.912,P,PPL,BR,,18.0,4111704.0,,,0,,544,America/Sao_Paulo,03/08/2012,Sitio Lindolfo,Sítio Lindolfo,,,,,,,,,,,,,,,,,,,,,,,,,,
7468,7775205,Sítio Célia Mustafá,Sitio Celia Mustafa,-2.374.529,-5.010.584,P,PPL,BR,,18.0,4111704.0,,,0,,591,America/Sao_Paulo,03/08/2012,Sitio Celia Mustafa,Sítio Célia Mustafá,,,,,,,,,,,,,,,,,,,,,,,,,,
7469,7775206,Sítio Ademir Siqueira,Sitio Ademir Siqueira,-2.374.597,-501.019,P,PPL,BR,,18.0,4111704.0,,,0,,575,America/Sao_Paulo,03/08/2012,Sitio Ademir Siqueira,Sítio Ademir Siqueira,,,,,,,,,,,,,,,,,,,,,,,,,,
7470,7775207,Escola Gonçalves,Escola Goncalves,-23.748,-5.009.766,S,SCH,BR,,18.0,4111704.0,,,0,,560,America/Sao_Paulo,03/08/2012,Escola Goncalves,Escola Gonçalves,,,,,,,,,,,,,,,,,,,,,,,,,,
7471,7775208,Sítio Avelino Gonçalves,Sitio Avelino Goncalves,-2.374.482,-5.009.254,P,PPL,BR,,18.0,4111704.0,,,0,,553,America/Sao_Paulo,03/08/2012,Sitio Avelino Goncalves,Sítio Avelino Gonçalves,,,,,,,,,,,,,,,,,,,,,,,,,,
7472,7775209,Escola Júlia Wanderley,Escola Julia Wanderley,-2.374.457,-5.007.467,S,SCH,BR,,18.0,4111704.0,,,0,,563,America/Sao_Paulo,03/08/2012,Escola Julia Wanderley,Escola Júlia Wanderley,,,,,,,,,,,,,,,,,,,,,,,,,,
7473,7775210,Fazenda Ásia Menor,Fazenda Asia Menor,-2.374.887,-5.006.968,S,FRM,BR,,18.0,4111704.0,,,0,,523,America/Sao_Paulo,03/08/2012,Fazenda Asia Menor,Fazenda Ásia Menor,,,,,,,,,,,,,,,,,,,,,,,,,,
7474,7775211,Estação de Tratamento de Água Companhia de Saneamento do Paraná,Estacao de Tratamento de Agua Companhia de Saneamento do Parana,-2.374.661,-5.007.494,S,WTRW,BR,,18.0,4111704.0,,,0,,569,America/Sao_Paulo,03/08/2012,Estacao de Tratamento de Agua Companhia de Saneamento do Parana,Estação de Tratamento de Água Companhia de Saneamento do Paraná,,,,,,,,,,,,,,,,,,,,,,,,,,
7475,7775212,Igreja Nossa Senhora das Dores,Igreja Nossa Senhora das Dores,-2.374.157,-5.007.438,S,CH,BR,,18.0,4111704.0,,,0,,554,America/Sao_Paulo,03/08/2012,Igreja Nossa Senhora das Dores,,,,,,,,,,,,,,,,,,,,,,,,,,,
7476,7775213,Lucas,Lucas,-2.374.049,-5.006.009,L,LCTY,BR,,18.0,,,,0,,553,America/Sao_Paulo,21/01/2012,Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,
7477,7775214,Sítio Boa Vista,Sitio Boa Vista,-237.363,-5.006.055,P,PPL,BR,,18.0,4111704.0,,,0,,524,America/Sao_Paulo,03/08/2012,Sitio Boa Vista,Sítio Boa Vista,,,,,,,,,,,,,,,,,,,,,,,,,,
7478,7775215,Sítio Ademir,Sitio Ademir,-2.373.617,-5.006.629,P,PPL,BR,,18.0,4111704.0,,,0,,550,America/Sao_Paulo,03/08/2012,Sitio Ademir,Sítio Ademir,,,,,,,,,,,,,,,,,,,,,,,,,,
7479,7775216,Sítio Mateus Mavarrete,Sitio Mateus Mavarrete,-2.373.338,-5.006.761,P,PPL,BR,,18.0,4111704.0,,,0,,549,America/Sao_Paulo,03/08/2012,Sitio Mateus Mavarrete,Sítio Mateus Mavarrete,,,,,,,,,,,,,,,,,,,,,,,,,,
7480,7775217,Sítio Sebastião S. Lopes,Sitio Sebastiao S. Lopes,-2.373.172,-500.702,P,PPL,BR,,18.0,4111704.0,,,0,,540,America/Sao_Paulo,03/08/2012,Sitio Sebastiao S. Lopes,Sítio Sebastião S. Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,
7481,7775218,Sítio dos Maia,Sitio dos Maia,-2.372.842,-5.007.461,P,PPL,BR,,18.0,4111704.0,,,0,,499,America/Sao_Paulo,03/08/2012,Sitio dos Maia,Sítio dos Maia,,,,,,,,,,,,,,,,,,,,,,,,,,
7482,7775219,Maia,Maia,-2.372.981,-5.008.008,L,LCTY,BR,,18.0,,,,0,,519,America/Sao_Paulo,21/01/2012,Maia,,,,,,,,,,,,,,,,,,,,,,,,,,,
7483,7775220,Sítio Josino Azevedo Siqueira,Sitio Josino Azevedo Siqueira,-2.372.923,-5.008.978,P,PPL,BR,,18.0,4111704.0,,,0,,529,America/Sao_Paulo,03/08/2012,Sitio Josino Azevedo Siqueira,Sítio Josino Azevedo Siqueira,,,,,,,,,,,,,,,,,,,,,,,,,,
7484,7775221,Sítio São Francisco,Sitio Sao Francisco,-2.372.531,-5.008.579,P,PPL,BR,,18.0,4111704.0,,,0,,501,America/Sao_Paulo,03/08/2012,Sitio Sao Francisco,Sítio São Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,
7485,7775222,Sítio João Silvério,Sitio Joao Silverio,-237.318,-5.009.531,P,PPL,BR,,18.0,4111704.0,,,0,,520,America/Sao_Paulo,03/08/2012,Sitio Joao Silverio,Sítio João Silvério,,,,,,,,,,,,,,,,,,,,,,,,,,
7486,7775223,Sítio Sebastião Divino de Freitas,Sitio Sebastiao Divino de Freitas,-2.373.348,-5.009.412,P,PPL,BR,,18.0,4111704.0,,,0,,532,America/Sao_Paulo,03/08/2012,Sitio Sebastiao Divino de Freitas,Sítio Sebastião Divino de Freitas,,,,,,,,,,,,,,,,,,,,,,,,,,
7487,7775224,Sítio Casa Verde,Sitio Casa Verde,-2.373.559,-5.009.448,P,PPL,BR,,18.0,4111704.0,,,0,,547,America/Sao_Paulo,03/08/2012,Sitio Casa Verde,Sítio Casa Verde,,,,,,,,,,,,,,,,,,,,,,,,,,
7488,7775225,Sítio Pedro Juventino Siqueira,Sitio Pedro Juventino Siqueira,-2.374.889,-5.005.409,P,PPL,BR,,18.0,4111704.0,,,0,,550,America/Sao_Paulo,03/08/2012,Sitio Pedro Juventino Siqueira,Sítio Pedro Juventino Siqueira,,,,,,,,,,,,,,,,,,,,,,,,,,
7489,7775226,Sítio São Benedito,Sitio Sao Benedito,-2.374.641,-5.004.707,P,PPL,BR,,18.0,4111704.0,,,0,,514,America/Sao_Paulo,03/08/2012,Sitio Sao Benedito,Sítio São Benedito,,,,,,,,,,,,,,,,,,,,,,,,,,
7490,7775227,Sítio João Moreira,Sitio Joao Moreira,-2.374.567,-5.004.998,P,PPL,BR,,18.0,4111704.0,,,0,,522,America/Sao_Paulo,03/08/2012,Sitio Joao Moreira,Sítio João Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,
7491,7775228,Sítio Barreirinho,Sitio Barreirinho,-2.374.322,-5.005.301,P,PPL,BR,,18.0,4111704.0,,,0,,559,America/Sao_Paulo,03/08/2012,Sitio Barreirinho,Sítio Barreirinho,,,,,,,,,,,,,,,,,,,,,,,,,,
7492,7775229,Sítio Antônio Ozório,Sitio Antonio Ozorio,-2.374.393,-5.004.017,P,PPL,BR,,18.0,4111704.0,,,0,,523,America/Sao_Paulo,03/08/2012,Sitio Antonio Ozorio,Sítio Antônio Ozório,,,,,,,,,,,,,,,,,,,,,,,,,,
7493,7775230,Sítio Vilson Vilas Boas,Sitio Vilson Vilas Boas,-2.374.341,-5.002.662,P,PPL,BR,,18.0,4111704.0,,,0,,630,America/Sao_Paulo,03/08/2012,Sitio Vilson Vilas Boas,Sítio Vilson Vilas Boas,,,,,,,,,,,,,,,,,,,,,,,,,,
7494,7775231,Serrinha,Serrinha,-2.374.975,-5.002.944,L,LCTY,BR,,18.0,,,,0,,622,America/Sao_Paulo,21/01/2012,Serrinha,,,,,,,,,,,,,,,,,,,,,,,,,,,
7495,7775232,Fazenda Painhalão,Fazenda Painhalao,-237.466,-5.002.199,S,FRM,BR,,18.0,4127809.0,,,0,,619,America/Sao_Paulo,03/08/2012,Fazenda Painhalao,Fazenda Painhalão,,,,,,,,,,,,,,,,,,,,,,,,,,
7496,7775233,Divinos,Divinos,-2.374.615,-5.001.595,L,LCTY,BR,,18.0,,,,0,,610,America/Sao_Paulo,21/01/2012,Divinos,,,,,,,,,,,,,,,,,,,,,,,,,,,
7497,7775234,Sítio José Batista,Sitio Jose Batista,-2.374.299,-5.000.905,P,PPL,BR,,18.0,4127809.0,,,0,,534,America/Sao_Paulo,03/08/2012,Sitio Jose Batista,Sítio José Batista,,,,,,,,,,,,,,,,,,,,,,,,,,
7498,7775235,Sítio São João,Sitio Sao Joao,-2.374.075,-5.001.788,P,PPL,BR,,18.0,4127809.0,,,0,,589,America/Sao_Paulo,03/08/2012,Sitio Sao Joao,Sítio São João,,,,,,,,,,,,,,,,,,,,,,,,,,
7499,7775236,Fazenda Água-Branca,Fazenda Agua-Branca,-2.373.627,-5.000.804,S,FRM,BR,,18.0,4127809.0,,,0,,522,America/Sao_Paulo,03/08/2012,Fazenda Agua-Branca,Fazenda Água-Branca,,,,,,,,,,,,,,,,,,,,,,,,,,
7500,7775237,Sítio Miguel Osório,Sitio Miguel Osorio,-2.373.656,-5.001.669,P,PPL,BR,,18.0,4127809.0,,,0,,547,America/Sao_Paulo,03/08/2012,Sitio Miguel Osorio,Sítio Miguel Osório,,,,,,,,,,,,,,,,,,,,,,,,,,
7501,7775238,Sítio Benedito Mineiro,Sitio Benedito Mineiro,-2.373.106,-5.001.234,P,PPL,BR,,18.0,4127809.0,,,0,,487,America/Sao_Paulo,03/08/2012,Sitio Benedito Mineiro,Sítio Benedito Mineiro,,,,,,,,,,,,,,,,,,,,,,,,,,
7502,7775239,Sítio Sérgio Andrade,Sitio Sergio Andrade,-237.309,-5.001.983,P,PPL,BR,,18.0,4111704.0,,,0,,517,America/Sao_Paulo,03/08/2012,Sitio Sergio Andrade,Sítio Sérgio Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,
7503,7775240,Sítio José Bernardo,Sitio Jose Bernardo,-2.372.606,-5.001.967,P,PPL,BR,,18.0,4111704.0,,,0,,507,America/Sao_Paulo,03/08/2012,Sitio Jose Bernardo,Sítio José Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,
7504,7775241,Sítio Geraldo Divino,Sitio Geraldo Divino,-2.373.371,-5.002.991,P,PPL,BR,,18.0,4111704.0,,,0,,594,America/Sao_Paulo,03/08/2012,Sitio Geraldo Divino,Sítio Geraldo Divino,,,,,,,,,,,,,,,,,,,,,,,,,,
7505,7775242,Sítio Sebastião Divino,Sitio Sebastiao Divino,-2.374.157,-5.002.948,P,PPL,BR,,18.0,4111704.0,,,0,,608,America/Sao_Paulo,03/08/2012,Sitio Sebastiao Divino,Sítio Sebastião Divino,,,,,,,,,,,,,,,,,,,,,,,,,,
7506,7775243,Castanheira,Castanheira,-2.373.925,-5.003.187,L,LCTY,BR,,18.0,,,,0,,613,America/Sao_Paulo,21/01/2012,Castanheira,,,,,,,,,,,,,,,,,,,,,,,,,,,
7507,7775244,Escola José Olímpio Siqueira,Escola Jose Olimpio Siqueira,-2.373.467,-5.004.284,S,SCH,BR,,18.0,4111704.0,,,0,,519,America/Sao_Paulo,03/08/2012,Escola Jose Olimpio Siqueira,Escola José Olímpio Siqueira,,,,,,,,,,,,,,,,,,,,,,,,,,
7508,7775245,Marciano,Marciano,-2.373.046,-5.003.478,L,LCTY,BR,,18.0,,,,0,,588,America/Sao_Paulo,21/01/2012,Marciano,,,,,,,,,,,,,,,,,,,,,,,,,,,
