,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30
3489,10234392,Millenium Hotel,Millenium Hotel,-310.116,-6.002.512,S,HTL,BR,,4.0,1302603.0,,,0,,23,America/Manaus,23/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,10234393,Amazonia Tower Hotel,Amazonia Tower Hotel,-313.325,-6.002.077,S,HTL,BR,,4.0,1302603.0,,,0,,36,America/Manaus,23/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3491,10234512,Paradise Açara Hotel,Paradise Acara Hotel,-587.272,-3.517.821,S,HTL,BR,,22.0,2408102.0,,,0,,26,America/Fortaleza,23/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,10234513,Village Do Sol,Village Do Sol,-597.283,-3.512.891,S,HTL,BR,,22.0,2403251.0,,,0,,27,America/Fortaleza,23/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3493,10234845,Hotel Fazenda Monte Castelo,Hotel Fazenda Monte Castelo,-1.637.471,-3.958.835,S,HTL,BR,,5.0,2910727.0,,,0,,182,America/Bahia,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,10234876,Estalagem Porto Seguro,Estalagem Porto Seguro,-1.644.767,-3.906.784,S,HTL,BR,,5.0,2925303.0,,,0,,3,America/Bahia,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3495,10234877,Quinta Do Sol Lite Praia Hotel,Quinta Do Sol Lite Praia Hotel,-164.244,-3.905.723,S,HTL,BR,,5.0,2925303.0,,,0,,10,America/Bahia,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,10234878,Fenix,Fenix,-1.644.373,-390.646,S,HTL,BR,,5.0,2925303.0,,,0,,4,America/Bahia,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497,10234879,Baia Cabralia Hotel,Baia Cabralia Hotel,-1.628.337,-3.902.181,S,HTL,BR,,5.0,2927705.0,,,0,,5,America/Bahia,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,10234922,Richard Hotel,Richard Hotel,-2.283.789,-430.643,S,HTL,BR,,21.0,3304904.0,,,0,,22,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,10234972,Taiwan Hotel,Taiwan Hotel,-2.118.377,-4.780.452,S,HTL,BR,,27.0,3543402.0,,,0,,563,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,10234975,Des Arts Super Economico,Des Arts Super Economico,-813.115,-3.490.351,S,HTL,BR,,30.0,2611606.0,,,0,,7,America/Recife,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,10234976,Sheraton Reserva Do Paiva Hotel $ Convention Cent,Sheraton Reserva Do Paiva Hotel $ Convention Cent,-825.365,-3.494.742,S,HTL,BR,,30.0,2602902.0,,,0,,6,America/Recife,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,10234977,Pousada Sao Francisco Hotel,Pousada Sao Francisco Hotel,-801.601,-348.472,S,HTL,BR,,30.0,2609600.0,,,0,,13,America/Recife,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,10234978,Amoaras Resort,Amoaras Resort,-784.503,-3.483.928,S,HTL,BR,,30.0,2610707.0,,,0,,10,America/Recife,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,10234979,Anahi Hotel,Anahi Hotel,-815.938,-3.491.414,S,HTL,BR,,30.0,2607901.0,,,0,,11,America/Recife,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,10235039,Bristol Atelier Molinaro,Bristol Atelier Molinaro,-2.247.763,-4.316.649,S,HTL,BR,,21.0,3303906.0,,,0,,860,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,10235040,Casablanca Imperial Hotel,Casablanca Imperial Hotel,-2.250.696,-4.317.672,S,HTL,BR,,21.0,3303906.0,,,0,,819,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,10235041,Pousada E Spa Vrindavana,Pousada E Spa Vrindavana,-2.238.799,-4.290.745,S,HTL,BR,,21.0,3305802.0,,,0,,884,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,10235042,Mercure Rj Barra Da Tijuca,Mercure Rj Barra Da Tijuca,-2.301.429,-4.329.728,S,HTL,BR,,21.0,3304557.0,,,0,,7,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3509,10235043,Novotel Rio Parque Olimpico,Novotel Rio Parque Olimpico,-2.297.306,-4.337.351,S,HTL,BR,,21.0,3304557.0,,,0,,4,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,10235044,Praia Linda,Praia Linda,-2.301.398,-4.331.293,S,HTL,BR,,21.0,3304557.0,,,0,,11,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,10235045,Clarion Itaipava Hotel,Clarion Itaipava Hotel,-2.224.411,-4.308.723,S,HTL,BR,,21.0,3303906.0,,,0,,504,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3512,10235144,Ferraretto Guaruja Hotel,Ferraretto Guaruja Hotel,-2.399.578,-4.625.734,S,HTL,BR,,27.0,3518701.0,,,0,,18,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513,10235145,Guarumar Hotel,Guarumar Hotel,-2.399.571,-4.626.007,S,HTL,BR,,27.0,3518701.0,,,0,,15,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,10235192,Varadero Palace Ii,Varadero Palace Ii,-2.742.788,-4.845.397,S,HTL,BR,,26.0,4205407.0,,,0,,8,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515,10235193,Ingleses Acquamar Hotel E Convention,Ingleses Acquamar Hotel E Convention,-2.742.823,-4.839.867,S,HTL,BR,,26.0,4205407.0,,,0,,4,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,10235194,Praiatur Express,Praiatur Express,-2.742.846,-4.839.866,S,HTL,BR,,26.0,4205407.0,,,0,,4,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,10235195,Hotel Das Nacoes,Hotel Das Nacoes,-2.743.249,-4.846.031,S,HTL,BR,,26.0,4205407.0,,,0,,7,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,10235196,Praia Hotel Imbituba,Praia Hotel Imbituba,-2.822.885,-4.866.638,S,HTL,BR,,26.0,4207304.0,,,0,,16,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,10235197,Plaza Caldas Da Imperatriz Resort E Spa,Plaza Caldas Da Imperatriz Resort E Spa,-2.773.116,-488.102,S,HTL,BR,,26.0,4215703.0,,,0,,211,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3520,10235229,Imperador Palace,Imperador Palace,-2.052.881,-4.739.245,S,HTL,BR,,27.0,3516200.0,,,0,,1021,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521,10235237,Bello Mar Ariaú,Bello Mar Ariau,-373.415,-3.845.716,S,HTL,BR,,6.0,2304400.0,,,0,,15,America/Fortaleza,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3522,10235238,Porto D'Aldeia Ecoresort,Porto D'Aldeia Ecoresort,-380.971,-3.842.194,S,HTL,BR,,6.0,2304400.0,,,0,,24,America/Fortaleza,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3523,10235243,Citylights Hostel,Citylights Hostel,-2.356.228,-4.669.334,S,HTL,BR,,27.0,3550308.0,11.0,,0,,753,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3524,10235244,Palmleaf Slim,Palmleaf Slim,-2.356.166,-4.663.475,S,HTL,BR,,27.0,3550308.0,9.0,,0,,762,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3525,10235245,Intercity Newciti Sao Paulo,Intercity Newciti Sao Paulo,-2.358.114,-4.667.564,S,HTL,BR,,27.0,3550308.0,11.0,,0,,749,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3526,10235246,Hotel Luni,Hotel Luni,-2.349.902,-4.662.403,S,HTL,BR,,27.0,3550308.0,5.0,,0,,752,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3527,10235247,Hotel Refugio Vista Serrana,Hotel Refugio Vista Serrana,-2.328.222,-4.658.558,S,HTL,BR,,27.0,3528502.0,,,0,,1004,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,10235248,Cordialle,Cordialle,-2.353.515,-4.713.726,S,HTL,BR,,27.0,3550605.0,,,0,,774,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3529,10235249,New Life Piracicaba Apart Hotel,New Life Piracicaba Apart Hotel,-2.272.419,-4.765.071,S,HTL,BR,,27.0,3538709.0,,,0,,527,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530,10235250,Cristal Palace Inn,Cristal Palace Inn,-2.168.458,-4.975.917,S,HTL,BR,,27.0,3527108.0,,,0,,461,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531,10235251,Rafeli,Rafeli,-2.328.893,-4.767.682,S,HTL,BR,,27.0,3507001.0,,,0,,642,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,10235252,Villa Santo Agostinho Hotel,Villa Santo Agostinho Hotel,-229.674,-4.652.398,S,HTL,BR,,27.0,3507605.0,,,0,,898,America/Sao_Paulo,24/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533,10235623,Pousada Stella Tropical,Pousada Stella Tropical,-1.294.087,-3.833.304,S,AIRH,BR,,5.0,2927408.0,,,0,0.0,9,America/Bahia,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3534,10235624,Iguatemi Business And Flat,Iguatemi Business And Flat,-1.298.383,-3.846.479,S,HTL,BR,,5.0,2927408.0,,,0,,14,America/Bahia,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,10235625,Encanto De Itapoan Pousada,Encanto De Itapoan Pousada,-1.295.531,-3.835.626,S,HTL,BR,,5.0,2927408.0,,,0,,10,America/Bahia,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,10235774,Guararema Parque Hotel Resort,Guararema Parque Hotel Resort,-2.342.156,-4.601.954,S,HTL,BR,,27.0,3518305.0,,,0,,616,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537,10235806,Pousada Enseada Do Gostoso,Pousada Enseada Do Gostoso,-512.171,-3.563.423,S,HTL,BR,,22.0,2412559.0,,,0,,6,America/Fortaleza,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,10235810,Mercure Jaragua Do Sul,Mercure Jaragua Do Sul,-711.987,-3.486.912,S,HTL,BR,,17.0,2507507.0,,,0,,46,America/Fortaleza,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539,10235966,Coral Inn Apart Hotel - Vitoria,Coral Inn Apart Hotel - Vitoria,-2.029.181,-4.029.134,S,HTL,BR,,8.0,3205309.0,,,0,,5,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,10235967,Sheraton Vitoria,Sheraton Vitoria,-2.030.597,-402.931,S,HTL,BR,,8.0,3205309.0,,,0,,6,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,10235968,Hostess,Hostess,-2.033.934,-4.028.323,S,HTL,BR,,8.0,3205200.0,,,0,,21,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,10235969,Champagnat Praia,Champagnat Praia,-2.033.723,-4.028.413,S,HTL,BR,,8.0,3205200.0,,,0,,8,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,10235970,Praia Sol Hotel,Praia Sol Hotel,-2.006.051,-4.018.703,S,HTL,BR,,8.0,3205002.0,,,0,,3,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,10236118,Carolina Ii Hotel,Carolina Ii Hotel,-1.975.515,-4.796.052,S,HTL,BR,,15.0,3170107.0,,,0,,797,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,10236119,Plaza Shopping Hotel,Plaza Shopping Hotel,-189.099,-4.826.083,S,AIRH,BR,,15.0,3170206.0,,,0,0.0,856,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,10236176,San Diego Express Barro Preto,San Diego Express Barro Preto,-1.991.994,-4.395.559,S,HTL,BR,,15.0,3106200.0,,,0,,859,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,10236329,Hotel Nikko,Hotel Nikko,-2.543.546,-4.926.679,S,HTL,BR,,18.0,4106902.0,,,0,,897,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,10236336,Forum Apart Hotel,Forum Apart Hotel,-1.992.197,-4.395.478,S,HTL,BR,,15.0,3106200.0,,,0,,871,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,10236337,Pousada Aroma Do Mar,Pousada Aroma Do Mar,-2.275.353,-4.188.058,S,HTL,BR,,21.0,3300233.0,,,0,,8,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,10236338,Dpny Beach Hotel $ Spa,Dpny Beach Hotel $ Spa,-238.655,-4.543.028,S,HTL,BR,,27.0,3520400.0,,,0,,19,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3551,10236341,Amarilis Flat Service Pool,Amarilis Flat Service Pool,-238.449,-461.358,S,HTL,BR,,27.0,3506359.0,,,0,,7,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,10236343,San Diego Suites Rio Grande Passos,San Diego Suites Rio Grande Passos,-2.072.029,-4.660.992,S,HTL,BR,,15.0,3147907.0,,,0,,759,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,10236345,Itapemar,Itapemar,-2.378.459,-4.535.761,S,HTL,BR,,27.0,3520400.0,,,0,,7,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,10236363,Villaggio Arcobaleno,Villaggio Arcobaleno,-1.639.504,-390.415,S,HTL,BR,,5.0,2925303.0,,,0,,5,America/Bahia,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,10236374,Pousada Villa Di Fiori,Pousada Villa Di Fiori,-2.273.163,-4.555.812,S,HTL,BR,,27.0,3509700.0,,,0,,1708,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,10236375,Caravela Pousada,Caravela Pousada,-2.382.067,-4.537.381,S,HTL,BR,,27.0,3520400.0,,,0,,1,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3557,10236377,Veleiros Mar Hotel,Veleiros Mar Hotel,-249.909,-443.081,S,HTL,BR,,13.0,2111300.0,,,0,,6,America/Fortaleza,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,10236379,Porto Preguica Resort,Porto Preguica Resort,-273.686,-4.283.792,S,HTL,BR,,13.0,2101707.0,,,0,,3,America/Fortaleza,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559,10236381,Hotel Ponta Verde Praia Do Francês,Hotel Ponta Verde Praia Do Frances,-976.812,-3.583.881,S,HTL,BR,,2.0,2704708.0,,,0,,7,America/Maceio,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,10236382,Intercity Premium Manaus,Intercity Premium Manaus,-311.465,-6.001.178,S,HTL,BR,,4.0,1302603.0,,,0,,56,America/Manaus,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,10236385,Republica Park,Republica Park,-235.423,-4.664.299,S,HTL,BR,,27.0,3550308.0,9.0,,0,,766,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,10236386,Pousada Swiss-Reimann,Pousada Swiss-Reimann,-2.311.694,-4.722.365,S,HTL,BR,,27.0,3520509.0,,,0,,620,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,10236387,Heritage Residence Service,Heritage Residence Service,-23.554,-4.665.745,S,HTL,BR,,27.0,3550308.0,9.0,,0,,822,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,10236392,Cambuci,Cambuci,-1.270.573,-3.831.698,S,HTL,BR,,5.0,2905701.0,,,0,,42,America/Bahia,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3565,10236394,Pousada Ald Mama,Pousada Ald Mama,-2.939.096,-5.087.217,S,HTL,BR,,23.0,4309100.0,,,0,,824,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566,10236395,Felissimo Exclusive,Felissimo Exclusive,-2.695.692,-4.863.692,S,HTL,BR,,26.0,4202008.0,,,0,,19,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,10236398,Deville Express Guaira,Deville Express Guaira,-2.408.344,-5.425.946,S,HTL,BR,,18.0,4108809.0,,,0,,260,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,10236399,Deville Prime Curitiba Rayon,Deville Prime Curitiba Rayon,-2.543.448,-4.927.652,S,HTL,BR,,18.0,4106902.0,,,0,,916,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,10236402,Samuka,Samuka,-2.761.025,-4.844.453,S,HTL,BR,,26.0,4205407.0,,,0,,3,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,10236424,Pousada Aguazul,Pousada Aguazul,-2.274.413,-4.187.625,S,HTL,BR,,21.0,3300233.0,,,0,,26,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,10236461,Mabu Interludium Iguassu Convention,Mabu Interludium Iguassu Convention,-2.555.359,-5.452.091,S,HTL,BR,,18.0,4108304.0,,,0,,214,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,10236498,Promenade Link Stay,Promenade Link Stay,-2.298.919,-4.336.546,S,HTL,BR,,21.0,3304557.0,,,0,,4,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,10236541,Bristol Alameda Pampulha Hotel,Bristol Alameda Pampulha Hotel,-1.985.623,-4.397.216,S,HTL,BR,,15.0,3106200.0,,,0,,817,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574,10236555,Dan Inn Anhanguera,Dan Inn Anhanguera,-2.285.337,-4.715.315,S,HTL,BR,,27.0,3509502.0,,,0,,631,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575,10236556,Pousada Nacional Vilaregio,Pousada Nacional Vilaregio,-2.271.417,-4.556.104,S,HTL,BR,,27.0,3509700.0,,,0,,1606,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576,10236557,Thermas Hotel Walter World,Thermas Hotel Walter World,-2.181.304,-4.655.346,S,HTL,BR,,15.0,3151800.0,,,0,,1270,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577,10236558,Nacional Inn São José Dos Campos,Nacional Inn Sao Jose Dos Campos,-2.321.209,-4.589.245,S,HTL,BR,,27.0,3549904.0,,,0,,579,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,10236581,Windsor Plaza Brasília,Windsor Plaza Brasilia,-1.579.406,-478.923,S,HTL,BR,,7.0,5300108.0,,,0,,1127,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,10236657,Residencial Pantanal Santa Cruz Hotel,Residencial Pantanal Santa Cruz Hotel,-2.359.586,-4.663.683,S,HTL,BR,,27.0,3550308.0,12.0,,0,,807,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,10236658,Residencial Pantanal Vila Mariana Hotel,Residencial Pantanal Vila Mariana Hotel,-2.359.497,-4.663.481,S,HTL,BR,,27.0,3550308.0,12.0,,0,,809,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3581,10236846,Contemporaneo Hostel,Contemporaneo Hostel,-2.294.846,-4.318.595,S,HTL,BR,,21.0,3304557.0,,,0,,13,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582,10236863,Fusion Hplus Express,Fusion Hplus Express,-1.578.956,-4.788.439,S,HTL,BR,,7.0,5300108.0,,,0,,1110,America/Sao_Paulo,27/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,10237679,San Diego Mid,San Diego Mid,-1.984.204,-4.396.093,S,HTL,BR,,15.0,3106200.0,,,0,,809,America/Sao_Paulo,28/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3584,10237868,Ibis Curitiba Aeroporto,Ibis Curitiba Aeroporto,-2.553.561,-4.919.243,S,HTL,BR,,18.0,4125506.0,,,0,,891,America/Sao_Paulo,28/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3585,10237869,Ibis Curitiba Batel,Ibis Curitiba Batel,-2.543.832,-4.928.168,S,HTL,BR,,18.0,4106902.0,,,0,,918,America/Sao_Paulo,28/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,10237870,Ibis Curitiba Centro Civico,Ibis Curitiba Centro Civico,-2.542.488,-4.927.134,S,HTL,BR,,18.0,4106902.0,,,0,,910,America/Sao_Paulo,28/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3587,10237871,Ibis Curitiba Shopping,Ibis Curitiba Shopping,-2.543.928,-4.927.748,S,HTL,BR,,18.0,4106902.0,,,0,,924,America/Sao_Paulo,28/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3588,10237872,Ibis Budget Curitiba Centro,Ibis Budget Curitiba Centro,-2.543.415,-4.926.083,S,HTL,BR,,18.0,4106902.0,,,0,,895,America/Sao_Paulo,28/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3589,10237873,Ibis Rio De Janeiro Botafogo,Ibis Rio De Janeiro Botafogo,-2.295.314,-4.318.546,S,HTL,BR,,21.0,3304557.0,,,0,,11,America/Sao_Paulo,28/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,10237874,Ibis Rio De Janeiro Copacabana,Ibis Rio De Janeiro Copacabana,-2.296.492,-4.317.879,S,HTL,BR,,21.0,3304557.0,,,0,,34,America/Sao_Paulo,28/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,10237875,Ibis Rio De Janeiro Santos Dumont,Ibis Rio De Janeiro Santos Dumont,-2.290.927,-4.316.969,S,HTL,BR,,21.0,3304557.0,,,0,,20,America/Sao_Paulo,28/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3592,10237876,Ibis Budget Rio De Janeiro Centro,Ibis Budget Rio De Janeiro Centro,-2.290.772,-4.318.175,S,HTL,BR,,21.0,3304557.0,,,0,,19,America/Sao_Paulo,28/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3593,10237877,Ibis Sao Paulo Congonhas,Ibis Sao Paulo Congonhas,-2.362.532,-4.666.254,S,HTL,BR,,27.0,3550308.0,14.0,,0,,789,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,10237878,Ibis Sao Paulo Interlagos,Ibis Sao Paulo Interlagos,-2.367.455,-4.667.805,S,HTL,BR,,27.0,3550308.0,14.0,,0,,773,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3595,10237879,Ibis Sao Paulo Morumbi,Ibis Sao Paulo Morumbi,-2.362.441,-4.669.476,S,HTL,BR,,27.0,3550308.0,14.0,,0,,732,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3596,10237880,Ibis Sao Paulo Paulista,Ibis Sao Paulo Paulista,-2.355.692,-4.666.187,S,HTL,BR,,27.0,3550308.0,11.0,,0,,828,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3597,10237881,Ibis Budget Sao Paulo Paulista,Ibis Budget Sao Paulo Paulista,-2.355.496,-4.666.148,S,HTL,BR,,27.0,3550308.0,9.0,,0,,829,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,10237882,Ibis Budget Sao Paulo Sao Joao,Ibis Budget Sao Paulo Sao Joao,-2.354.045,-4.664.447,S,HTL,BR,,27.0,3550308.0,9.0,,0,,766,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,10237883,Ibis Budget Sao Paulo Jardins,Ibis Budget Sao Paulo Jardins,-2.357.073,-4.666.254,S,HTL,BR,,27.0,3550308.0,11.0,,0,,758,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,10237884,Ibis Budget Sao Paulo Morumbi,Ibis Budget Sao Paulo Morumbi,-2.362.272,-4.669.669,S,HTL,BR,,27.0,3550308.0,11.0,,0,,728,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
