geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername120,othername130,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66,othername67,othername68,othername69,othername71,othername72,othername73,othername74,othername75,othername76,othername77,othername78,othername79,othername80
3401800,Contendas,Contendas,,-366.667,-42.45,P,PPL,BR,,20,2205805.0,,,0,,59,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401801,Contendas,Contendas,,-3,-39.95,P,PPL,BR,,6,2306553.0,,,0,,28,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401802,Contendas,Contendas,,-323.333,-4.028.333,L,AREA,BR,,6,,,,0,,95,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401803,Contenda,Contenda,,-5.65,-3.523.333,P,PPL,BR,,22,2403608.0,,,0,,16,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401804,Riacho Contas,Riacho Contas,,-526.667,-4.046.667,H,STMI,BR,,6,,,,0,,322,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401805,Serra da Consulta,Serra da Consulta,,-461.667,-39.8,T,RDGE,BR,,6,,,,0,,537,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401806,Riacho da Consulta,Riacho da Consulta,,-956.667,-4.611.667,H,STM,BR,,13,,,,0,,366,America/Araguaina,21/03/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401807,Consolação,Consolacao,,-988.333,-4.381.667,P,PPL,BR,,20,2206654.0,,,0,,450,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401808,Conserva,Conserva,,-2.75,-44.95,P,PPL,BR,,13,2110500.0,,,0,,35,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401809,Conselho,Conselho,,-713.333,-3.868.333,P,PPL,BR,,6,2302008.0,,,0,,417,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401810,Conselho,Conselho,,-593.333,-3.811.667,P,PPL,BR,,22,2411007.0,,,0,,187,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401811,Conselho,Conselho,,-701.667,-4.136.667,L,AREA,BR,,20,,,,0,,234,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401812,Congonha,Congonha,,-376.667,-4.128.333,P,PPL,BR,,20,2202729.0,,,0,,308,America/Fortaleza,24/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401813,Congo,Congo,Sant'Anna do Congo$Santana do Congo,-779.694,-3.665.972,P,PPL,BR,BR,17,2504702.0,,,0,,485,America/Fortaleza,03/08/2012,Sant'Anna do Congo,Santana do Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401814,Cônego Lira,Conego Lira,Conego Lira$Cônego Lira$Furnas,-813.333,-3.631.667,P,PPL,BR,BR,30,2602605.0,,,0,,527,America/Recife,11/06/2020,Conego Lira,Cônego Lira,Furnas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401815,Morro do Conduru,Morro do Conduru,,-433.333,-4.408.333,T,UPLD,BR,,13,,,,0,,87,America/Araguaina,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401816,Conduru,Conduru,,-556.667,-4.433.333,P,PPL,BR,,13,2110708.0,,,0,,180,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401817,Condêssa,Condessa,,-588.333,-3.578.333,P,PPL,BR,,22,2412609.0,,,0,,104,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401818,Condessa,Condessa,,-5.85,-35.85,P,PPL,BR,,22,2410900.0,,,0,,136,America/Fortaleza,24/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401819,Condeixa,Condeixa,,-0.90333,-48.59,P,PPLL,BR,,16,1506302.0,,,0,,3,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401820,Condado (2),Condado (2),,-5.7,-39.8,P,PPL,BR,,6,2308500.0,,,0,,343,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401821,Condado (1),Condado (1),,-543.333,-3.906.667,P,PPL,BR,,6,2311405.0,,,0,,165,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401822,Serra do Condado,Serra do Condado,,-723.333,-3.761.667,T,SPUR,BR,,17,,,,0,,373,America/Recife,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401823,Serra do Condado,Serra do Condado,,-616.667,-3.883.333,T,HLL,BR,,6,2309508.0,,,0,,222,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401824,Riacho do Condado,Riacho do Condado,,-698.333,-4.063.333,H,STMI,BR,,20,,,,0,,430,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401825,Riacho Condado,Riacho Condado,,-7.3,-37.7,H,STMI,BR,,17,,,,0,,319,America/Recife,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401826,Riacho Condado,Riacho Condado,,-666.667,-3.851.667,H,STMI,BR,,17,,,,0,,261,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401827,Riacho Condado,Riacho Condado,,-636.667,-4.011.667,H,STMI,BR,,6,,,,0,,387,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401828,Açude Condado,Acude Condado,,-691.667,-3.758.333,H,RSV,BR,,17,,,,0,,237,America/Recife,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401829,Condado,Condado,,-6.85,-3.763.333,S,RSTP,BR,,17,2513927.0,,,0,,216,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401830,Condado,Condado,Goianinha$Goyanninha,-758.583,-3.510.583,P,PPL,BR,,30,2604601.0,,,19585,,135,America/Recife,03/08/2012,Goianinha,Goyanninha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401831,Condado,Condado,,-721.667,-3.761.667,P,PPL,BR,,17,2504207.0,,,0,,353,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401832,Condado,Condado,,-676.667,-40.65,P,PPL,BR,,20,2208205.0,,,0,,523,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401833,Condado,Condado,,-6.35,-37.55,P,PPL,BR,,17,2502805.0,,,0,,197,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401834,Condado,Condado,,-616.667,-3.886.667,P,PPL,BR,,6,2309508.0,,,0,,240,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401835,Condado,Condado,,-7.55,-41.6,L,AREA,BR,,20,,,,0,,334,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401836,Concórdia,Concordia,,-463.333,-4.163.333,P,PPL,BR,,20,2206357.0,,,0,,281,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401837,Rio Conchas,Rio Conchas,,-508.333,-3.676.667,H,STM,BR,,22,,,,0,,0,America/Fortaleza,16/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401838,Concelcao,Concelcao,,-7.55,-3.848.333,S,AIRF,BR,,17,2504405.0,,,0,,380,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401839,Conceição (2),Conceicao (2),,-581.667,-3.938.333,P,PPL,BR,,6,2310902.0,,,0,,279,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401840,Conceição (1),Conceicao (1),,-553.333,-39.95,P,PPL,BR,,6,2310506.0,,,0,,482,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401841,Conceição Velha,Conceicao Velha,,-788.333,-41.55,P,PPL,BR,,20,2202802.0,,,0,,270,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401842,Conceição dos Ganchos,Conceicao dos Ganchos,,-473.556,-5.992.917,P,PPL,BR,,4,1300805.0,,,0,,12,America/Manaus,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401843,Conceição do Maú,Conceicao do Mau,Bonfim$Conceicao do Mau$Conceição do Maú,356.184,-5.988.862,P,PPL,BR,,25,1400407.0,,,0,,84,America/Boa_Vista,11/06/2020,Bonfim,Conceicao do Mau,Conceição do Maú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401844,Conceição do Canindé,Conceicao do Caninde,Conceicao$Conceição,-787.778,-4.159.694,P,PPL,BR,BR,20,2202802.0,,,0,,253,America/Fortaleza,03/08/2012,Conceicao,Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401845,Conceição do Araguaia,Conceicao do Araguaia,CDJ$Conceicao do Araguaia$Conceição do Araguaia,-826.441,-4.926.982,P,PPL,BR,,16,1502707.0,,,27115,,180,America/Belem,13/06/2015,CDJ,Conceicao do Araguaia,Conceição do Araguaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401846,Riacho Conceição das Crioulas,Riacho Conceicao das Crioulas,,-833.333,-3.898.333,H,STMI,BR,,30,,,,0,,437,America/Maceio,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401847,Conceição das Crioulas,Conceicao das Crioulas,Conceicao$Conceicao das Creoulas$Conceição$Conceição das Creoulas,-830.361,-3.893.694,P,PPLL,BR,BR,30,2612208.0,,,0,,442,America/Recife,03/08/2012,Conceicao,Conceicao das Creoulas,Conceição,Conceição das Creoulas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401848,Serrote da Conceicão,Serrote da Conceicao,,-336.667,-40.3,T,UPLD,BR,,6,,,,0,,91,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401849,Serra da Conceição,Serra da Conceicao,,-685.453,-4.768.163,T,UPLD,BR,,31,,,,0,,280,America/Araguaina,09/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401850,Serra da Conceiçao,Serra da Conceicao,,-574.111,-3.653.361,T,UPLD,BR,,22,,,,0,,149,America/Fortaleza,16/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401851,Serra da Conceição,Serra da Conceicao,,-863.333,-4.158.333,T,RDGE,BR,,20,,,,0,,593,America/Bahia,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401852,Serra da Conceicão,Serra da Conceicao,,-3.75,-3.878.333,T,RDGE,BR,,6,,,,0,,363,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401853,Serra da Conceição,Serra da Conceicao,,-7.5,-3.756.667,T,HLL,BR,,30,2614600.0,,,0,,774,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401854,Serra da Conceicão,Serra da Conceicao,,-474.201,-3.924.951,T,HLL,BR,,6,2303931.0,,,0,,604,America/Fortaleza,05/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401855,Riacho da Conceição,Riacho da Conceicao,,-961.667,-4.498.333,H,STMI,BR,,20,,,,0,,365,America/Araguaina,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401856,Riacho da Conceição,Riacho da Conceicao,Conceicao River$Conceição River$Riacho Conceicao$Riacho Conceicão$Riacho da Conceicao$Riacho da Conceição$Rio Conceicao$Rio Conceicão,-657.322,-3.989.264,H,STMI,BR,,6,,,,0,,285,America/Fortaleza,01/09/2021,Conceicao River,Conceição River,Riacho Conceicao,Riacho Conceicão,Riacho da Conceicao,Riacho da Conceição,Rio Conceicao,Rio Conceicão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401857,Riacho da Conceicão,Riacho da Conceicao,,-413.333,-3.951.667,H,STMI,BR,,6,,,,0,,147,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401858,Riacho Conceição,Riacho Conceicao,,-7.6,-37.4,H,STMI,BR,,30,,,,0,,578,America/Recife,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401859,Riacho Conceição,Riacho Conceicao,,-413.333,-3.953.333,H,STMI,BR,,6,,,,0,,135,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401860,Riacho Conceição,Riacho Conceicao,,-908.333,-3.636.667,H,STM,BR,,30,,,,0,,472,America/Maceio,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401861,Recife da Conceição,Recife da Conceicao,Laje Conceicao$Laje Conceição$Lajes Urca da Conceicao$Lajes Urca da Conceição$Recife da Conceicao$Recife da Conceição$Urca da Conceicao$Urca da Conceição$Urca do Conceicao$Urca do Conceição,-4.9,-36.1,H,RF,BR,BR,22,,,,0,,-9999,America/Noronha,19/01/2012,Laje Conceicao,Laje Conceição,Lajes Urca da Conceicao,Lajes Urca da Conceição,Recife da Conceicao,Recife da Conceição,Urca da Conceicao,Urca da Conceição,Urca do Conceicao,Urca do Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401862,Praia da Conceição,Praia da Conceicao,,-384.171,-3.241.786,T,BCH,BR,,30,,,,0,,7,America/Noronha,12/06/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401863,Ilha da Conceição,Ilha da Conceicao,Ilha da Conceicao$Ilha da Conceição$Ilha da Tartaruga,-791.667,-5.776.667,T,ISL,BR,BR,16,,,,0,,127,America/Manaus,11/06/2020,Ilha da Conceicao,Ilha da Conceição,Ilha da Tartaruga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401864,Ilha da Conceição,Ilha da Conceicao,Ilha da Conceicao$Ilha da Conceição,-7.75,-5.783.333,T,ISL,BR,,14,,,,0,,157,America/Manaus,05/12/2018,Ilha da Conceicao,Ilha da Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401865,Ilha da Conceição,Ilha da Conceicao,Ilha da Conceicao$Ilha da Conceição,-4.7,-4.296.667,T,ISL,BR,,20,,,,0,,61,America/Fortaleza,05/12/2018,Ilha da Conceicao,Ilha da Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401866,Ilha Conceição,Ilha Conceicao,Ilha Conceicao$Ilha Conceição,-1.8,-4.958.333,T,ISL,BR,,16,,,,0,,17,America/Belem,05/12/2018,Ilha Conceicao,Ilha Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401867,Ilha Conceição,Ilha Conceicao,Ilha Conceicao$Ilha Conceição,-161.667,-5.076.667,T,ISL,BR,,16,,,,0,,19,America/Belem,05/12/2018,Ilha Conceicao,Ilha Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401868,Cachoeira de Conceição,Cachoeira de Conceicao,,-736.667,-4.468.333,H,FLLS,BR,,0,,,,0,,200,America/Araguaina,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401869,Conceicão,Conceicao,,-741.667,-3.603.333,S,TRIG,BR,,17,2504355.0,,,0,,420,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401870,Conceição,Conceicao,,-9.95,-43.95,P,PPL,BR,,20,2206654.0,,,0,,416,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401871,Conceição,Conceicao,,-968.333,-4.556.667,P,PPL,BR,,20,2204402.0,,,0,,353,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401872,Conceição,Conceicao,,-948.333,-43.95,P,PPL,BR,,20,2201903.0,,,0,,504,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401873,Conceição,Conceicao,,-889.733,-4.442.517,P,PPL,BR,,20,2206605.0,,,0,,308,America/Fortaleza,11/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401874,Conceição,Conceicao,,-872.056,-4.734.972,P,PPL,BR,,31,1710508.0,,,0,,319,America/Araguaina,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401875,Conceição,Conceicao,,-776.667,-5.781.667,P,PPL,BR,,16,1503754.0,,,0,,172,America/Santarem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401876,Conceição,Conceicao,Guacoce$Guaçoce,-756.222,-3.850.889,P,PPL,BR,BR,17,2504405.0,,,0,,379,America/Fortaleza,03/08/2012,Guacoce,Guaçoce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401877,Conceição,Conceicao,Conceicao$Conceição,-740.526,-5.817.043,P,PPL,BR,,14,5100805.0,,,0,,103,America/Cuiaba,04/04/2013,Conceicao,Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401878,Conceicão,Conceicao,,-736.667,-37.65,P,PPL,BR,,17,2506707.0,,,0,,718,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401879,Conceicão,Conceicao,,-723.333,-38.25,P,PPL,BR,,17,2507002.0,,,0,,530,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401880,Conceicão,Conceicao,,-723.333,-3.716.667,P,PPL,BR,,17,2503555.0,,,0,,602,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401881,Conceicão,Conceicao,,-701.667,-4.226.667,P,PPL,BR,,20,2207009.0,,,0,,270,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401882,Conceicão,Conceicao,,-698.333,-37.35,P,PPL,BR,,17,2510808.0,,,0,,273,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401883,Conceição,Conceicao,,-6.8,-38.2,P,PPL,BR,,17,2516201.0,,,0,,223,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
